instance,V1_init,V2_init,V3_init,T1_init,T2_init,T3_init,xA1_init,xA2_init,xA3_init,xB1_init,xB2_init,xB3_init,F1_init,F2_init,F3_init,Ff1_init,Ff2_init,FR_init,Q1_init,Q2_init,Q3_init,V1_sp,V2_sp,V3_sp,T1_sp,T2_sp,T3_sp,xA1_sp,xA2_sp,xA3_sp,xB1_sp,xB2_sp,xB3_sp,F1_sp,F2_sp,F3_sp,Ff1_sp,Ff2_sp,FR_sp,Q1_sp,Q2_sp,Q3_sp
1,1.0,0.5,1.0,432.4,427.1,432.1,0.536,0.545,0.298,0.448,0.438,0.67,22.04,27.08,9.74,5.04,5.04,17.0,715000.0,580000.0,569000.0,2.0,1.5,2.0,403.8460945,404.7879848,408.8177218,0.689766771,0.630379495,0.452449984,0.304934566,0.362225213,0.534963501,24.05222392,29.18914519,14.53846102,9.688808065,5.13692127,14.36341586,717430.9689,506635.3483,493987.5825
2,2.0,1.5,2.0,403.8460945,404.7879848,408.8177218,0.689766771,0.630379495,0.452449984,0.304934566,0.362225213,0.534963501,24.05222392,29.18914519,14.53846102,9.688808065,5.13692127,14.36341586,717430.9689,506635.3483,493987.5825,1.9,1.2,1.7,424.3162848,410.4596068,415.5435277,0.473050806,0.552682061,0.369582523,0.502738885,0.427662186,0.598554521,18.07236828,27.69516655,14.38088502,5.019151098,9.622798269,13.05321718,737890.5271,523443.2869,591370.0539
3,1.9,1.2,1.7,424.3162848,410.4596068,415.5435277,0.473050806,0.552682061,0.369582523,0.502738885,0.427662186,0.598554521,18.07236828,27.69516655,14.38088502,5.019151098,9.622798269,13.05321718,737890.5271,523443.2869,591370.0539,1.0,2.1,1.2,404.0358944,406.8631369,411.62361,0.765499077,0.635901877,0.448897962,0.231571051,0.357139526,0.538862571,23.7056811,29.18866936,13.8445086,8.662386235,5.48298826,15.04329486,709749.213,506830.3084,583597.1271
4,1.0,2.1,1.2,404.0358944,406.8631369,411.62361,0.765499077,0.635901877,0.448897962,0.231571051,0.357139526,0.538862571,23.7056811,29.18866936,13.8445086,8.662386235,5.48298826,15.04329486,709749.213,506830.3084,583597.1271,1.5,2.4,2.4,397.9923553,397.0360308,402.0779034,0.758730489,0.677612028,0.566261976,0.238283327,0.317116893,0.426073527,18.19182557,26.89449239,16.97552512,8.467347853,8.702666826,9.724477715,687730.8408,579765.4792,569507.9014
5,1.5,2.4,2.4,397.9923553,397.0360308,402.0779034,0.758730489,0.677612028,0.566261976,0.238283327,0.317116893,0.426073527,18.19182557,26.89449239,16.97552512,8.467347853,8.702666826,9.724477715,687730.8408,579765.4792,569507.9014,1.5,1.5,0.85,398.0450029,395.6052312,399.7737617,0.778491485,0.742747358,0.62218063,0.219130989,0.254097291,0.372711554,20.46244635,28.41284839,15.73350858,8.031721046,7.950402042,12.43072531,680999.687,536468.7248,497447.2636
6,1.5,1.5,0.85,398.0450029,395.6052312,399.7737617,0.778491485,0.742747358,0.62218063,0.219130989,0.254097291,0.372711554,20.46244635,28.41284839,15.73350858,8.031721046,7.950402042,12.43072531,680999.687,536468.7248,497447.2636,1.1,1.8,1.2,392.5075012,391.2094434,395.5521334,0.859244939,0.801833615,0.708276829,0.139898464,0.196553602,0.289135517,21.90179136,30.85811366,17.48803982,8.793875832,8.956322303,13.10791552,713719.3495,574786.7837,562830.3293
7,1.1,1.8,1.2,392.5075012,391.2094434,395.5521334,0.859244939,0.801833615,0.708276829,0.139898464,0.196553602,0.289135517,21.90179136,30.85811366,17.48803982,8.793875832,8.956322303,13.10791552,713719.3495,574786.7837,562830.3293,0.7,2.3,2.5,396.4124289,403.0155605,407.7603545,0.843984449,0.669395847,0.523316774,0.154642221,0.324990029,0.467656114,20.59825544,25.069782,13.76021343,9.510443117,4.47152656,11.08781233,705356.2835,524572.2487,499605.2178
8,0.7,2.3,2.5,396.4124289,403.0155605,407.7603545,0.843984449,0.669395847,0.523316774,0.154642221,0.324990029,0.467656114,20.59825544,25.069782,13.76021343,9.510443117,4.47152656,11.08781233,705356.2835,524572.2487,499605.2178,0.78,1.6,1.9,404.6210575,409.8619371,416.127363,0.779073656,0.623375975,0.477099435,0.218177462,0.36873119,0.510736811,16.6463873,20.96432191,12.07124351,7.92768298,4.317934612,8.718704319,733231.0229,557520.5259,551673.3189
9,0.78,1.6,1.9,404.6210575,409.8619371,416.127363,0.779073656,0.623375975,0.477099435,0.218177462,0.36873119,0.510736811,16.6463873,20.96432191,12.07124351,7.92768298,4.317934612,8.718704319,733231.0229,557520.5259,551673.3189,2.4,0.73,1.9,407.6435109,403.6646581,408.9110584,0.6303536,0.656297989,0.501537536,0.360968591,0.335634418,0.485332183,21.60237141,27.93901357,15.01172419,8.928558289,6.336642159,12.67381312,732900.261,546865.8951,615629.9
11,1.5,1.6,2.0,447.7715636,429.1536473,437.0068403,0.229950929,0.319345907,0.182583627,0.662344809,0.594283126,0.700123873,10.47120273,17.98618217,11.21925299,3.836958435,7.514979437,6.634244297,708400.889,609603.9197,593304.0137,2.1,0.89,2.4,411.0468068,411.8755445,415.6286024,0.628808154,0.600694018,0.38391717,0.362884915,0.389657102,0.598124027,27.16584131,31.33651195,13.26120108,9.444948299,4.17067064,17.72089301,712622.267,597396.5177,493902.3136
12,2.1,0.89,2.4,411.0468068,411.8755445,415.6286024,0.628808154,0.600694018,0.38391717,0.362884915,0.389657102,0.598124027,27.16584131,31.33651195,13.26120108,9.444948299,4.17067064,17.72089301,712622.267,597396.5177,493902.3136,1.1,0.96,2.0,430.2225701,424.0859498,429.3304496,0.503013601,0.492662418,0.259564344,0.477891606,0.486171665,0.701421195,21.00714076,27.02762686,10.59198365,4.893765059,6.020486107,16.1133757,689862.5988,520709.2185,595339.065
13,1.1,0.96,2.0,430.2225701,424.0859498,429.3304496,0.503013601,0.492662418,0.259564344,0.477891606,0.486171665,0.701421195,21.00714076,27.02762686,10.59198365,4.893765059,6.020486107,16.1133757,689862.5988,520709.2185,595339.065,0.65,2.2,1.3,438.1568639,434.4998355,440.7149018,0.388363162,0.284957142,0.117167855,0.569969314,0.649945906,0.780051127,16.60885678,22.72727007,9.852298746,3.986335869,6.118413295,12.62252091,681275.1775,508821.6895,593256.6636
14,0.65,2.2,1.3,438.1568639,434.4998355,440.7149018,0.388363162,0.284957142,0.117167855,0.569969314,0.649945906,0.780051127,16.60885678,22.72727007,9.852298746,3.986335869,6.118413295,12.62252091,681275.1775,508821.6895,593256.6636,1.5,0.76,2.0,389.6107578,387.2228371,391.2493246,0.854163488,0.854546678,0.790164783,0.144913264,0.144512538,0.208376684,21.33795172,29.40171255,17.53885945,9.70770358,8.063760829,11.63024814,737447.3465,541924.9568,497219.5967
15,1.5,0.76,2.0,389.6107578,387.2228371,391.2493246,0.854163488,0.854546678,0.790164783,0.144913264,0.144512538,0.208376684,21.33795172,29.40171255,17.53885945,9.70770358,8.063760829,11.63024814,737447.3465,541924.9568,497219.5967,0.68,2.2,0.6,400.5608216,400.3693823,404.0948994,0.836311955,0.728657266,0.56006761,0.162398666,0.267952163,0.433566835,25.09184728,32.78006557,14.66148998,7.328537883,7.688218286,17.7633094,723233.2204,495636.8103,512915.3915
17,1.3,1.7,1.8,443.9949346,430.4738775,435.6556489,0.284282944,0.321047009,0.142803259,0.647718845,0.612439505,0.752404975,16.21671729,23.95825905,10.91119043,3.425473549,7.741541758,12.79124374,731901.6147,523829.9573,521432.6584,1.2,2.2,1.3,417.757256,418.5623618,422.8514148,0.574631162,0.463308847,0.255375764,0.412708164,0.515141103,0.708194267,21.8984194,28.25227147,12.87442446,6.822098795,6.353852073,15.0763206,686583.4076,617183.7005,508936.4433
18,1.2,2.2,1.3,417.757256,418.5623618,422.8514148,0.574631162,0.463308847,0.255375764,0.412708164,0.515141103,0.708194267,21.8984194,28.25227147,12.87442446,6.822098795,6.353852073,15.0763206,686583.4076,617183.7005,508936.4433,0.82,1.9,1.1,413.7583072,414.5851346,418.9150614,0.695239423,0.575045767,0.355499948,0.299316382,0.414085521,0.624511286,23.57958126,29.76185409,12.63172981,6.785341769,6.18227283,16.79423949,719061.7643,570261.2758,541239.8804
19,0.82,1.9,1.1,413.7583072,414.5851346,418.9150614,0.695239423,0.575045767,0.355499948,0.299316382,0.414085521,0.624511286,23.57958126,29.76185409,12.63172981,6.785341769,6.18227283,16.79423949,719061.7643,570261.2758,541239.8804,2.1,0.62,1.8,420.7358652,407.0556664,412.1328476,0.500982031,0.612153713,0.440508633,0.477976662,0.372223324,0.533905511,18.03860655,26.94942702,14.12287174,5.463552354,8.91082047,12.5750542,717758.5164,507382.7084,574672.5934
20,2.1,0.62,1.8,420.7358652,407.0556664,412.1328476,0.500982031,0.612153713,0.440508633,0.477976662,0.372223324,0.533905511,18.03860655,26.94942702,14.12287174,5.463552354,8.91082047,12.5750542,717758.5164,507382.7084,574672.5934,0.82,1.8,1.5,430.9747279,435.4220875,440.2198112,0.439609931,0.305729258,0.121545,0.528525752,0.640968631,0.789465643,21.08574793,24.95191491,9.632377336,6.066593446,3.866166979,15.01915448,683805.845,582746.0924,502793.6524
21,0.82,1.8,1.5,430.9747279,435.4220875,440.2198112,0.439609931,0.305729258,0.121545,0.528525752,0.640968631,0.789465643,21.08574793,24.95191491,9.632377336,6.066593446,3.866166979,15.01915448,683805.845,582746.0924,502793.6524,2.2,1.5,2.0,411.1941807,414.0781953,418.2994113,0.585222633,0.512973949,0.31018699,0.403452433,0.471342818,0.663349471,24.58869943,28.69933311,13.62507774,9.810017697,4.110633679,14.77868174,712267.7554,580978.205,508798.8362
22,2.2,1.5,2.0,411.1941807,414.0781953,418.2994113,0.585222633,0.512973949,0.31018699,0.403452433,0.471342818,0.663349471,24.58869943,28.69933311,13.62507774,9.810017697,4.110633679,14.77868174,712267.7554,580978.205,508798.8362,1.6,2.2,2.3,413.6386287,412.6282083,417.3999458,0.587125279,0.501005865,0.309653138,0.401457828,0.481579036,0.662077988,20.85552235,27.56315304,13.91193157,7.471971891,6.707630685,13.38355046,709846.0457,511287.7613,552401.2321
23,1.6,2.2,2.3,413.6386287,412.6282083,417.3999458,0.587125279,0.501005865,0.309653138,0.401457828,0.481579036,0.662077988,20.85552235,27.56315304,13.91193157,7.471971891,6.707630685,13.38355046,709846.0457,511287.7613,552401.2321,2.0,1.4,2.4,413.6890785,409.4004249,414.9159549,0.545091914,0.53584688,0.382712778,0.439405137,0.447532912,0.592646979,16.4010966,22.79746264,13.53936102,7.324526389,6.396366031,9.076570216,707569.9783,509168.5763,528104.2308
24,2.0,1.4,2.4,413.6890785,409.4004249,414.9159549,0.545091914,0.53584688,0.382712778,0.439405137,0.447532912,0.592646979,16.4010966,22.79746264,13.53936102,7.324526389,6.396366031,9.076570216,707569.9783,509168.5763,528104.2308,0.68,1.8,2.0,430.1707134,427.9104101,434.8097407,0.515244477,0.388901482,0.206551524,0.464539578,0.575465102,0.737940856,15.04986494,20.93373095,10.55213971,4.871834316,5.883866006,10.17803063,731305.8659,551115.6672,606604.3344
25,0.68,1.8,2.0,430.1707134,427.9104101,434.8097407,0.515244477,0.388901482,0.206551524,0.464539578,0.575465102,0.737940856,15.04986494,20.93373095,10.55213971,4.871834316,5.883866006,10.17803063,731305.8659,551115.6672,606604.3344,0.96,0.63,1.5,397.8140698,393.4280667,397.8719785,0.846799334,0.843210744,0.754657504,0.152147191,0.155667366,0.243407562,19.37623488,26.69554508,13.88386448,6.815763705,7.319310196,12.56047118,732759.7695,492739.9666,498257.1138
26,0.96,0.63,1.5,397.8140698,393.4280667,397.8719785,0.846799334,0.843210744,0.754657504,0.152147191,0.155667366,0.243407562,19.37623488,26.69554508,13.88386448,6.815763705,7.319310196,12.56047118,732759.7695,492739.9666,498257.1138,1.7,2.2,2.0,396.5325481,394.9506726,400.3316188,0.740966563,0.68533641,0.609048646,0.255450492,0.3094736,0.384172342,15.4105725,24.33086695,17.65532633,8.86592483,8.92029445,6.544647668,735376.3078,613505.099,549876.7759
27,1.7,2.2,2.0,396.5325481,394.9506726,400.3316188,0.740966563,0.68533641,0.609048646,0.255450492,0.3094736,0.384172342,15.4105725,24.33086695,17.65532633,8.86592483,8.92029445,6.544647668,735376.3078,613505.099,549876.7759,1.3,1.0,1.9,410.4949762,407.6294225,413.4034602,0.657184056,0.635305857,0.503203848,0.33542801,0.356238905,0.484174987,14.56535431,20.48976264,12.37731215,6.611971475,5.924408335,7.953382831,693681.3554,604388.7504,496900.8641
29,1.8,0.6,1.2,442.3372486,439.421567,447.0051142,0.254987041,0.284683322,0.137159168,0.653362826,0.6266392,0.735894131,12.82190573,16.06393516,8.763291294,5.664411748,3.242029426,7.157493986,715986.3716,563508.3883,511658.3354,0.75,0.77,1.7,427.9797653,423.3494081,429.5967682,0.592949434,0.554072902,0.349694791,0.395368593,0.431426976,0.625228376,15.75704179,20.8406796,9.720663792,4.855065514,5.083637804,10.90197628,719817.7579,560273.0436,546835.8353
30,0.75,0.77,1.7,427.9797653,423.3494081,429.5967682,0.592949434,0.554072902,0.349694791,0.395368593,0.431426976,0.625228376,15.75704179,20.8406796,9.720663792,4.855065514,5.083637804,10.90197628,719817.7579,560273.0436,546835.8353,1.0,0.86,0.76,428.1368828,421.3678246,427.9643419,0.509645326,0.500508228,0.321581324,0.470258254,0.47774372,0.644410089,13.17296536,18.37237245,9.877138424,4.844304555,5.199407085,8.328660806,696201.7538,504036.4489,509013.4119
31,1.0,0.86,0.76,428.1368828,421.3678246,427.9643419,0.509645326,0.500508228,0.321581324,0.470258254,0.47774372,0.644410089,13.17296536,18.37237245,9.877138424,4.844304555,5.199407085,8.328660806,696201.7538,504036.4489,509013.4119,2.2,1.6,2.2,398.5051578,395.9338574,401.4259806,0.707562276,0.691163124,0.590136625,0.287705089,0.303543293,0.402326593,18.59759245,26.64755355,17.3288116,9.461570935,8.049961093,9.136021519,713228.7807,566907.4659,614662.934
32,2.2,1.6,2.2,398.5051578,395.9338574,401.4259806,0.707562276,0.691163124,0.590136625,0.287705089,0.303543293,0.402326593,18.59759245,26.64755355,17.3288116,9.461570935,8.049961093,9.136021519,713228.7807,566907.4659,614662.934,1.3,0.91,2.0,431.7383718,423.2181278,427.9689838,0.457710614,0.481064266,0.258733688,0.516837719,0.493779105,0.696733063,19.49764826,26.04370196,10.96581987,4.715410924,6.546053696,14.78223734,721649.4912,541636.1286,519677.4892
33,1.3,0.91,2.0,431.7383718,423.2181278,427.9689838,0.457710614,0.481064266,0.258733688,0.516837719,0.493779105,0.696733063,19.49764826,26.04370196,10.96581987,4.715410924,6.546053696,14.78223734,721649.4912,541636.1286,519677.4892,2.1,0.9,2.4,417.4782688,414.9490101,420.2288154,0.535388741,0.536436944,0.344411554,0.448386387,0.446768101,0.627864888,20.87788044,26.19763456,13.10087749,8.037922528,5.319754121,12.83995791,730751.8205,597121.7669,580918.1146
34,2.1,0.9,2.4,417.4782688,414.9490101,420.2288154,0.535388741,0.536436944,0.344411554,0.448386387,0.446768101,0.627864888,20.87788044,26.19763456,13.10087749,8.037922528,5.319754121,12.83995791,730751.8205,597121.7669,580918.1146,1.3,1.1,2.1,421.5587374,410.3556818,414.203767,0.586205465,0.617628564,0.403162786,0.40246967,0.371751894,0.576928579,21.11078226,30.49357698,12.88248243,3.845003293,9.382794719,17.26577897,697612.3449,520460.7247,492835.134
35,1.3,1.1,2.1,421.5587374,410.3556818,414.203767,0.586205465,0.617628564,0.403162786,0.40246967,0.371751894,0.576928579,21.11078226,30.49357698,12.88248243,3.845003293,9.382794719,17.26577897,697612.3449,520460.7247,492835.134,1.7,0.8,2.2,398.401922,393.9240653,398.982563,0.738919,0.758482885,0.670998243,0.257431343,0.238177313,0.3241288,16.17341759,23.35173373,14.85020739,7.838587849,7.178316134,8.334829745,680026.926,504779.7241,496120.654
36,1.7,0.8,2.2,398.401922,393.9240653,398.982563,0.738919,0.758482885,0.670998243,0.257431343,0.238177313,0.3241288,16.17341759,23.35173373,14.85020739,7.838587849,7.178316134,8.334829745,680026.926,504779.7241,496120.654,2.1,0.86,0.75,444.0435719,434.8161515,439.2542868,0.249018665,0.315425433,0.122182615,0.666389436,0.607764136,0.747949231,22.54414736,28.6208664,10.5988804,4.875533625,6.076719045,17.66861373,734265.9589,556079.9249,533500.6691
38,1.1,1.9,2.0,436.3384694,432.7743073,437.1901609,0.365310411,0.312156771,0.126142472,0.592023295,0.632389113,0.781576774,21.11720676,27.41502881,10.76699138,4.795601431,6.297822051,16.32160533,729212.0091,598626.627,508453.5622,0.92,1.4,0.94,400.4397494,403.1841324,410.0695524,0.794273619,0.685543756,0.575565919,0.203545583,0.30952835,0.417247199,15.1480246,20.03304642,12.61127691,7.871779986,4.885021819,7.276244618,701280.3845,533389.6405,579330.8885
39,0.92,1.4,0.94,400.4397494,403.1841324,410.0695524,0.794273619,0.685543756,0.575565919,0.203545583,0.30952835,0.417247199,15.1480246,20.03304642,12.61127691,7.871779986,4.885021819,7.276244618,701280.3845,533389.6405,579330.8885,1.7,1.2,1.5,418.5640973,405.7556349,411.1615133,0.550031847,0.614815511,0.458501261,0.434654286,0.372663467,0.521806619,16.73942211,26.53724275,14.79429407,5.226727317,9.797820647,11.51269479,722999.0002,554357.8885,602523.1665
40,1.7,1.2,1.5,418.5640973,405.7556349,411.1615133,0.550031847,0.614815511,0.458501261,0.434654286,0.372663467,0.521806619,16.73942211,26.53724275,14.79429407,5.226727317,9.797820647,11.51269479,722999.0002,554357.8885,602523.1665,2.0,1.3,0.66,398.8524423,398.0189927,401.7772801,0.761075341,0.732403066,0.583843907,0.236141123,0.264152608,0.41009046,26.63601386,33.50599758,16.46998072,9.93403655,6.869983719,16.70197731,723191.3777,586076.1763,528885.5165
41,2.0,1.3,0.66,398.8524423,398.0189927,401.7772801,0.761075341,0.732403066,0.583843907,0.236141123,0.264152608,0.41009046,26.63601386,33.50599758,16.46998072,9.93403655,6.869983719,16.70197731,723191.3777,586076.1763,528885.5165,0.73,2.4,1.8,408.8479506,413.344472,417.9831526,0.722674068,0.542926196,0.340642827,0.272404808,0.443711312,0.636515674,21.44412854,26.65356594,12.60468077,7.670711709,5.209437398,13.77341683,706603.0666,499039.9704,519284.6906
42,0.73,2.4,1.8,408.8479506,413.344472,417.9831526,0.722674068,0.542926196,0.340642827,0.272404808,0.443711312,0.636515674,21.44412854,26.65356594,12.60468077,7.670711709,5.209437398,13.77341683,706603.0666,499039.9704,519284.6906,1.5,1.5,1.9,397.8470409,396.4462047,401.2638223,0.773093189,0.728388644,0.615673584,0.224355318,0.26804893,0.378829955,19.01952035,26.24300833,15.44913482,8.437291413,7.223487986,10.58222893,686291.2775,541581.3666,530998.9541
43,1.5,1.5,1.9,397.8470409,396.4462047,401.2638223,0.773093189,0.728388644,0.615673584,0.224355318,0.26804893,0.378829955,19.01952035,26.24300833,15.44913482,8.437291413,7.223487986,10.58222893,686291.2775,541581.3666,530998.9541,1.2,1.5,1.7,421.4932213,403.7817106,409.8476701,0.526535687,0.605643402,0.492070156,0.454891959,0.380419354,0.488626744,10.89845882,20.89558725,13.90561976,4.045549522,9.997128424,6.852909299,689577.0167,532390.8199,532361.758
44,1.2,1.5,1.7,421.4932213,403.7817106,409.8476701,0.526535687,0.605643402,0.492070156,0.454891959,0.380419354,0.488626744,10.89845882,20.89558725,13.90561976,4.045549522,9.997128424,6.852909299,689577.0167,532390.8199,532361.758,1.1,1.1,1.9,396.1908726,393.6125737,398.1134319,0.843306014,0.81257802,0.708094462,0.155612402,0.185929072,0.289329353,21.79891442,29.23038764,15.09419664,7.939903627,7.431473229,13.85901079,725480.2942,491948.666,552559.5321
45,1.1,1.1,1.9,396.1908726,393.6125737,398.1134319,0.843306014,0.81257802,0.708094462,0.155612402,0.185929072,0.289329353,21.79891442,29.23038764,15.09419664,7.939903627,7.431473229,13.85901079,725480.2942,491948.666,552559.5321,0.89,2.4,1.3,402.3736176,403.5209167,408.4634855,0.784193521,0.64803361,0.489767633,0.213330871,0.345449041,0.499591851,20.29054398,27.28023463,14.55513543,7.814956527,6.989690653,12.47558745,719822.7709,502599.7721,566305.7396
46,0.89,2.4,1.3,402.3736176,403.5209167,408.4634855,0.784193521,0.64803361,0.489767633,0.213330871,0.345449041,0.499591851,20.29054398,27.28023463,14.55513543,7.814956527,6.989690653,12.47558745,719822.7709,502599.7721,566305.7396,1.9,0.7,1.6,418.1133541,407.5545242,412.9484053,0.529780691,0.608426184,0.447665123,0.452651639,0.377502154,0.530046633,16.47651439,24.01878224,13.22178601,5.891223962,7.542267854,10.58529043,689634.0405,517282.9983,544135.0272
47,1.9,0.7,1.6,418.1133541,407.5545242,412.9484053,0.529780691,0.608426184,0.447665123,0.452651639,0.377502154,0.530046633,16.47651439,24.01878224,13.22178601,5.891223962,7.542267854,10.58529043,689634.0405,517282.9983,544135.0272,2.5,1.8,1.1,423.5296899,424.4978484,428.7684642,0.396223128,0.348113338,0.154463816,0.569206662,0.609478289,0.775184471,26.03495419,30.85530432,12.93989395,8.470826371,4.820350137,17.56412782,680289.4085,614398.0659,553439.0026
48,2.5,1.8,1.1,423.5296899,424.4978484,428.7684642,0.396223128,0.348113338,0.154463816,0.569206662,0.609478289,0.775184471,26.03495419,30.85530432,12.93989395,8.470826371,4.820350137,17.56412782,680289.4085,614398.0659,553439.0026,2.2,1.9,1.8,433.2965031,428.0825764,432.906415,0.306858649,0.306902891,0.137007074,0.63344948,0.629026409,0.763873917,19.94090249,26.5862371,12.47753304,6.108839691,6.645334609,13.8320628,726376.3692,617577.4585,538646.0658
49,2.2,1.9,1.8,433.2965031,428.0825764,432.906415,0.306858649,0.306902891,0.137007074,0.63344948,0.629026409,0.763873917,19.94090249,26.5862371,12.47753304,6.108839691,6.645334609,13.8320628,726376.3692,617577.4585,538646.0658,2.2,1.6,2.2,435.6679019,421.8189794,426.2508077,0.316822582,0.398599114,0.191039903,0.627994295,0.553897819,0.728986721,21.8707894,31.64252923,13.54793897,4.130995018,9.771739836,17.73979438,697967.686,559724.9269,588982.2846
50,2.2,1.6,2.2,435.6679019,421.8189794,426.2508077,0.316822582,0.398599114,0.191039903,0.627994295,0.553897819,0.728986721,21.8707894,31.64252923,13.54793897,4.130995018,9.771739836,17.73979438,697967.686,559724.9269,588982.2846,1.0,1.7,2.2,405.218025,413.2321208,421.0360896,0.727220162,0.540391064,0.397908536,0.268205688,0.446318177,0.582875875,15.41984842,18.67932174,11.53690645,8.417480486,3.259473321,7.002367935,721390.204,492327.536,612240.6036
51,1.0,1.7,2.2,405.218025,413.2321208,421.0360896,0.727220162,0.540391064,0.397908536,0.268205688,0.446318177,0.582875875,15.41984842,18.67932174,11.53690645,8.417480486,3.259473321,7.002367935,721390.204,492327.536,612240.6036,0.8,0.89,2.0,397.7152273,395.1805128,402.4389988,0.83387581,0.803659249,0.742790665,0.164801534,0.194564048,0.254755163,13.27169732,20.16119722,13.79379723,7.029148314,6.889499896,6.242549008,711419.302,605594.9478,614627.0113
52,0.8,0.89,2.0,397.7152273,395.1805128,402.4389988,0.83387581,0.803659249,0.742790665,0.164801534,0.194564048,0.254755163,13.27169732,20.16119722,13.79379723,7.029148314,6.889499896,6.242549008,711419.302,605594.9478,614627.0113,2.1,0.86,0.73,416.8712884,405.7483058,410.2045299,0.533798583,0.618626331,0.459579954,0.449240063,0.368125376,0.519362449,17.77383563,26.81126414,14.73239475,5.931806824,9.037428502,11.84202881,704968.0982,605237.7209,501804.9247
53,2.1,0.86,0.73,416.8712884,405.7483058,410.2045299,0.533798583,0.618626331,0.459579954,0.449240063,0.368125376,0.519362449,17.77383563,26.81126414,14.73239475,5.931806824,9.037428502,11.84202881,704968.0982,605237.7209,501804.9247,2.3,0.92,0.54,433.5303791,420.9608093,425.9465798,0.350579055,0.445954967,0.233819289,0.601474048,0.51435429,0.698860471,21.26141628,29.5323809,13.08791109,5.139387051,8.270964621,16.12202922,704990.9031,569006.6036,618415.4488
54,2.3,0.92,0.54,433.5303791,420.9608093,425.9465798,0.350579055,0.445954967,0.233819289,0.601474048,0.51435429,0.698860471,21.26141628,29.5323809,13.08791109,5.139387051,8.270964621,16.12202922,704990.9031,569006.6036,618415.4488,1.9,0.62,2.4,419.0683636,419.518841,426.2416308,0.51004116,0.501379154,0.329258248,0.470244243,0.47775964,0.638704782,16.63046312,20.0374361,11.10737388,7.875500155,3.406972982,8.754962967,720678.0816,569918.5856,565763.7057
55,1.9,0.62,2.4,419.0683636,419.518841,426.2416308,0.51004116,0.501379154,0.329258248,0.470244243,0.47775964,0.638704782,16.63046312,20.0374361,11.10737388,7.875500155,3.406972982,8.754962967,720678.0816,569918.5856,565763.7057,2.0,2.2,0.91,409.9723357,408.4180734,414.1112586,0.559573889,0.495284241,0.371020395,0.426124612,0.48546164,0.602923859,14.69067086,21.48791799,14.45585497,7.796491431,6.797247125,6.894179432,716619.588,539886.2289,513803.7849
56,2.0,2.2,0.91,409.9723357,408.4180734,414.1112586,0.559573889,0.495284241,0.371020395,0.426124612,0.48546164,0.602923859,14.69067086,21.48791799,14.45585497,7.796491431,6.797247125,6.894179432,716619.588,539886.2289,513803.7849,1.5,1.0,1.1,403.3854128,406.5422927,412.0433981,0.736437202,0.669404892,0.504961522,0.259907271,0.325104786,0.485690543,21.37883279,24.64025225,12.45056795,9.428161907,3.261419456,11.95067088,689522.5538,501775.9226,569304.154
57,1.5,1.0,1.1,403.3854128,406.5422927,412.0433981,0.736437202,0.669404892,0.504961522,0.259907271,0.325104786,0.485690543,21.37883279,24.64025225,12.45056795,9.428161907,3.261419456,11.95067088,689522.5538,501775.9226,569304.154,2.4,0.98,1.1,436.5627611,436.0272634,443.6222246,0.251283968,0.247393197,0.116028886,0.657354309,0.656539536,0.75018438,14.21712725,17.42975961,9.77672717,6.714154269,3.21263236,7.502972982,731018.4647,518662.4959,556001.4109
58,2.4,0.98,1.1,436.5627611,436.0272634,443.6222246,0.251283968,0.247393197,0.116028886,0.657354309,0.656539536,0.75018438,14.21712725,17.42975961,9.77672717,6.714154269,3.21263236,7.502972982,731018.4647,518662.4959,556001.4109,1.9,1.5,1.0,396.6245538,393.5638118,397.4721971,0.787114966,0.767584448,0.638846171,0.210772049,0.229900058,0.35677706,26.40112799,35.59294494,17.97786197,9.131438803,9.191816948,17.26968919,720048.2898,540579.8297,584265.3835
59,1.9,1.5,1.0,396.6245538,393.5638118,397.4721971,0.787114966,0.767584448,0.638846171,0.210772049,0.229900058,0.35677706,26.40112799,35.59294494,17.97786197,9.131438803,9.191816948,17.26968919,720048.2898,540579.8297,584265.3835,1.1,1.5,0.94,424.3868938,423.3948015,429.0100368,0.522270263,0.437556934,0.252635829,0.459524873,0.535614441,0.705302592,16.27064585,21.70806236,11.20725902,5.975740605,5.437416515,10.29490524,730057.6565,601937.2028,511962.9052
60,1.1,1.5,0.94,424.3868938,423.3948015,429.0100368,0.522270263,0.437556934,0.252635829,0.459524873,0.535614441,0.705302592,16.27064585,21.70806236,11.20725902,5.975740605,5.437416515,10.29490524,730057.6565,601937.2028,511962.9052,1.2,1.4,1.7,398.8747536,401.5166285,407.1476765,0.788595273,0.699241348,0.569453341,0.209185773,0.296470659,0.423778413,18.73765842,23.31763035,13.23294417,8.850711184,4.579971936,9.886947231,681687.9571,501561.3295,551469.1356
61,1.2,1.4,1.7,398.8747536,401.5166285,407.1476765,0.788595273,0.699241348,0.569453341,0.209185773,0.296470659,0.423778413,18.73765842,23.31763035,13.23294417,8.850711184,4.579971936,9.886947231,681687.9571,501561.3295,551469.1356,1.9,1.8,2.1,428.8432142,423.7379915,428.8490105,0.391305763,0.374907901,0.179578954,0.572487752,0.584226341,0.753564251,21.78003409,28.59060464,12.78507546,6.284417243,6.810570556,15.49561685,738826.6932,535304.8543,613744.9738
