instance,V1_init,V2_init,V3_init,T1_init,T2_init,T3_init,xA1_init,xA2_init,xA3_init,xB1_init,xB2_init,xB3_init,F1_init,F2_init,F3_init,Ff1_init,Ff2_init,FR_init,Q1_init,Q2_init,Q3_init,V1_sp,V2_sp,V3_sp,T1_sp,T2_sp,T3_sp,xA1_sp,xA2_sp,xA3_sp,xB1_sp,xB2_sp,xB3_sp,F1_sp,F2_sp,F3_sp,Ff1_sp,Ff2_sp,FR_sp,Q1_sp,Q2_sp,Q3_sp
735,1.4,1.8,0.96,438.4282406,426.5005348,434.2600759,0.306659544,0.322628227,0.180322924,0.627964756,0.611664029,0.728528946,11.55568205,18.2548401,10.99292788,4.436160271,6.699158042,7.119521784,702290.9537,502056.0739,594926.1974,1.0,2.3,1.2,414.2429083,422.6507028,428.97676,0.614257706,0.408059853,0.226495935,0.374093583,0.562689248,0.728098889,19.10554594,22.90315243,11.80931276,8.229232532,3.797606495,10.8763134,707126.2231,565141.7046,608523.8051
736,1.0,2.3,1.2,414.2429083,422.6507028,428.97676,0.614257706,0.408059853,0.226495935,0.374093583,0.562689248,0.728098889,19.10554594,22.90315243,11.80931276,8.229232532,3.797606495,10.8763134,707126.2231,565141.7046,608523.8051,0.53,0.98,1.8,427.345803,426.1321903,431.0129817,0.638217466,0.549408152,0.302140919,0.353479234,0.437207241,0.671371707,21.22079535,25.88713944,9.304413732,4.963221127,4.666344089,16.25757423,720489.5582,504856.4562,530670.0894
737,0.53,0.98,1.8,427.345803,426.1321903,431.0129817,0.638217466,0.549408152,0.302140919,0.353479234,0.437207241,0.671371707,21.22079535,25.88713944,9.304413732,4.963221127,4.666344089,16.25757423,720489.5582,504856.4562,530670.0894,2.1,1.4,1.9,416.7420813,416.3631657,420.7598959,0.532456143,0.493355787,0.286185318,0.451685254,0.487470369,0.681286747,23.58528466,29.01495568,13.44608783,8.32168873,5.429671023,15.26359593,698238.4946,617847.9253,535789.6035
738,2.1,1.4,1.9,416.7420813,416.3631657,420.7598959,0.532456143,0.493355787,0.286185318,0.451685254,0.487470369,0.681286747,23.58528466,29.01495568,13.44608783,8.32168873,5.429671023,15.26359593,698238.4946,617847.9253,535789.6035,1.3,1.5,1.1,405.2946939,409.3901397,414.3652197,0.731624709,0.624820394,0.435284668,0.264504403,0.367791953,0.551765126,23.31135034,27.06253718,12.83737338,9.365111314,3.751186844,13.94623902,703811.7268,519494.5332,565480.3966
739,1.3,1.5,1.1,405.2946939,409.3901397,414.3652197,0.731624709,0.624820394,0.435284668,0.264504403,0.367791953,0.551765126,23.31135034,27.06253718,12.83737338,9.365111314,3.751186844,13.94623902,703811.7268,519494.5332,565480.3966,1.1,2.3,2.2,406.5393293,403.0749528,408.4849133,0.724634239,0.637089517,0.488416079,0.271214939,0.355577376,0.500069881,18.08752305,27.0616898,15.22818888,6.486051561,8.974166751,11.60147149,686747.8525,559942.2743,614886.9363
740,1.1,2.3,2.2,406.5393293,403.0749528,408.4849133,0.724634239,0.637089517,0.488416079,0.271214939,0.355577376,0.500069881,18.08752305,27.0616898,15.22818888,6.486051561,8.974166751,11.60147149,686747.8525,559942.2743,614886.9363,1.2,1.7,1.3,431.7789141,419.0516812,424.8602121,0.439431119,0.454297734,0.256228696,0.532411026,0.516869245,0.696731827,16.59528185,25.30437203,12.24872697,3.795629829,8.709090181,12.79965202,682477.869,500323.3611,617322.6296
742,2.4,0.54,0.57,437.22313,430.1606886,435.2736944,0.306618657,0.372205089,0.162814983,0.631952887,0.572407241,0.742029599,23.235828,28.36917535,11.14182439,6.346268232,5.13334735,16.88955977,734763.2894,530361.8156,609217.4389,1.6,1.8,1.6,411.8885635,405.2931846,409.2367565,0.639063474,0.621258322,0.44253316,0.353073246,0.369729473,0.542233375,21.16899625,30.75688749,15.42048173,6.133304323,9.587891247,15.03569192,724801.1271,581155.1818,509415.6187
743,1.6,1.8,1.6,411.8885635,405.2931846,409.2367565,0.639063474,0.621258322,0.44253316,0.353073246,0.369729473,0.542233375,21.16899625,30.75688749,15.42048173,6.133304323,9.587891247,15.03569192,724801.1271,581155.1818,509415.6187,0.79,1.8,2.5,394.1581747,392.0864638,397.8650863,0.849543418,0.774371143,0.714847333,0.149401352,0.223358034,0.282145701,13.54055038,22.46215781,16.14431785,7.346589635,8.921607432,6.193960745,718187.7837,603673.8114,545161.2756
744,0.79,1.8,2.5,394.1581747,392.0864638,397.8650863,0.849543418,0.774371143,0.714847333,0.149401352,0.223358034,0.282145701,13.54055038,22.46215781,16.14431785,7.346589635,8.921607432,6.193960745,718187.7837,603673.8114,545161.2756,1.8,1.5,1.8,400.2071943,401.3160199,406.1755105,0.735065678,0.674158572,0.537659925,0.261241723,0.320422604,0.453840558,21.02210864,26.69518172,15.19118523,9.743680704,5.673073082,11.27842793,729897.6512,566907.3202,544846.989
745,1.8,1.5,1.8,400.2071943,401.3160199,406.1755105,0.735065678,0.674158572,0.537659925,0.261241723,0.320422604,0.453840558,21.02210864,26.69518172,15.19118523,9.743680704,5.673073082,11.27842793,729897.6512,566907.3202,544846.989,2.5,2.4,2.2,423.0737876,415.6771759,420.414015,0.402695954,0.410458981,0.235803101,0.562670998,0.553661632,0.709828529,19.54531945,28.47932773,15.37360708,6.696573713,8.934008281,12.84874574,719283.8049,592101.691,566613.2737
749,1.3,1.3,0.97,441.3975376,435.6335796,439.9260366,0.316130081,0.314235449,0.122934941,0.628524239,0.625350493,0.774472147,21.40115087,27.34342407,10.12497822,4.520321614,5.942273192,16.88082926,722842.8137,611759.2912,492956.07,0.56,2.2,0.84,408.2455316,409.6615637,414.7191472,0.775560903,0.620146936,0.427397377,0.221504086,0.371632192,0.558122146,21.06531375,27.52746661,12.92638283,6.750525731,6.462152857,14.31478802,709477.6003,506500.9829,584733.8543
750,0.56,2.2,0.84,408.2455316,409.6615637,414.7191472,0.775560903,0.620146936,0.427397377,0.221504086,0.371632192,0.558122146,21.06531375,27.52746661,12.92638283,6.750525731,6.462152857,14.31478802,709477.6003,506500.9829,584733.8543,0.5,2.3,1.3,420.6047346,423.2004518,429.8153833,0.626795734,0.401018043,0.246852172,0.36139299,0.565359218,0.705049423,12.24466575,17.97032679,10.71404822,5.130667146,5.725661041,7.113998607,716182.898,548308.7473,499264.9423
751,0.5,2.3,1.3,420.6047346,423.2004518,429.8153833,0.626795734,0.401018043,0.246852172,0.36139299,0.565359218,0.705049423,12.24466575,17.97032679,10.71404822,5.130667146,5.725661041,7.113998607,716182.898,548308.7473,499264.9423,0.66,1.4,2.3,417.9332333,408.3317309,413.5304934,0.718419577,0.676634417,0.499217093,0.277229365,0.317419021,0.490147317,17.75227175,27.18433941,12.79442688,3.64451437,9.432067657,14.10775738,705600.2854,583183.3611,593557.8721
752,0.66,1.4,2.3,417.9332333,408.3317309,413.5304934,0.718419577,0.676634417,0.499217093,0.277229365,0.317419021,0.490147317,17.75227175,27.18433941,12.79442688,3.64451437,9.432067657,14.10775738,705600.2854,583183.3611,593557.8721,2.4,1.9,1.7,421.8670464,419.248103,424.5369524,0.420556773,0.390214821,0.204365427,0.548532865,0.573749481,0.738876798,21.22558054,27.31092891,13.47236362,7.658359665,6.085348376,13.56722087,695803.9695,510756.5723,606660.1555
753,2.4,1.9,1.7,421.8670464,419.248103,424.5369524,0.420556773,0.390214821,0.204365427,0.548532865,0.573749481,0.738876798,21.22558054,27.31092891,13.47236362,7.658359665,6.085348376,13.56722087,695803.9695,510756.5723,606660.1555,1.9,1.1,1.5,409.2091565,402.2072666,406.532915,0.646032449,0.66733721,0.499847019,0.346393088,0.325485903,0.487857088,21.05753806,29.46440754,14.73809553,6.619977274,8.406869473,14.43756079,681279.0452,499599.525,535295.3556
754,1.9,1.1,1.5,409.2091565,402.2072666,406.532915,0.646032449,0.66733721,0.499847019,0.346393088,0.325485903,0.487857088,21.05753806,29.46440754,14.73809553,6.619977274,8.406869473,14.43756079,681279.0452,499599.525,535295.3556,1.4,1.7,1.8,410.611133,416.5445148,421.9826011,0.635870288,0.496141144,0.308333476,0.355501059,0.486967536,0.664563397,19.97799172,23.39587951,12.01790696,8.823116676,3.417887786,11.15487505,708407.3425,523382.6609,534364.3811
755,1.4,1.7,1.8,410.611133,416.5445148,421.9826011,0.635870288,0.496141144,0.308333476,0.355501059,0.486967536,0.664563397,19.97799172,23.39587951,12.01790696,8.823116676,3.417887786,11.15487505,708407.3425,523382.6609,534364.3811,1.0,2.3,0.64,439.0627148,425.7458725,432.252663,0.358445825,0.34851683,0.181136652,0.595895845,0.599676615,0.741466308,13.76633274,22.55224971,11.95157234,3.373511791,8.785916966,10.39282095,680727.6904,602845.936,616319.7369
756,1.0,2.3,0.64,439.0627148,425.7458725,432.252663,0.358445825,0.34851683,0.181136652,0.595895845,0.599676615,0.741466308,13.76633274,22.55224971,11.95157234,3.373511791,8.785916966,10.39282095,680727.6904,602845.936,616319.7369,1.3,1.6,2.0,429.6222293,419.2500338,426.536045,0.431744362,0.433852368,0.277660046,0.536529305,0.533095758,0.674686335,12.88952899,20.13979912,12.02429418,4.933151597,7.25027013,7.956377393,721865.9804,537407.0513,616300.0786
757,1.3,1.6,2.0,429.6222293,419.2500338,426.536045,0.431744362,0.433852368,0.277660046,0.536529305,0.533095758,0.674686335,12.88952899,20.13979912,12.02429418,4.933151597,7.25027013,7.956377393,721865.9804,537407.0513,616300.0786,1.4,2.5,1.9,412.3764358,422.1347909,427.5118103,0.573088098,0.366221071,0.198619423,0.412108313,0.598225579,0.748234465,18.97835314,22.14333418,11.92279987,8.958221461,3.164981044,10.02013168,720920.9429,523861.9056,500071.5825
758,1.4,2.5,1.9,412.3764358,422.1347909,427.5118103,0.573088098,0.366221071,0.198619423,0.412108313,0.598225579,0.748234465,18.97835314,22.14333418,11.92279987,8.958221461,3.164981044,10.02013168,720920.9429,523861.9056,500071.5825,1.3,2.1,2.2,393.3680137,391.8659351,396.4990156,0.837473895,0.773387187,0.668308086,0.161351494,0.224431157,0.328199302,22.80391191,31.8048046,17.98483064,9.254917833,9.000892689,13.54899408,733279.36,500398.9261,618885.9366
759,1.3,2.1,2.2,393.3680137,391.8659351,396.4990156,0.837473895,0.773387187,0.668308086,0.161351494,0.224431157,0.328199302,22.80391191,31.8048046,17.98483064,9.254917833,9.000892689,13.54899408,733279.36,500398.9261,618885.9366,1.3,2.3,0.75,436.8149784,424.6523188,429.4679201,0.353391211,0.365035019,0.169320893,0.603139947,0.5885329,0.754340177,19.48072756,29.15981055,12.72170272,3.364935573,9.679082985,16.11579199,699268.2065,579811.2747,589773.0184
760,1.3,2.3,0.75,436.8149784,424.6523188,429.4679201,0.353391211,0.365035019,0.169320893,0.603139947,0.5885329,0.754340177,19.48072756,29.15981055,12.72170272,3.364935573,9.679082985,16.11579199,699268.2065,579811.2747,589773.0184,0.82,2.3,0.98,419.0904847,411.1891876,418.1837368,0.61238694,0.521939506,0.388310817,0.377071659,0.461080929,0.587917519,11.99854794,20.86309209,13.44197889,4.722946759,8.864544152,7.275601183,708555.9957,605602.5339,612896.9475
763,1.4,0.81,1.3,407.7592778,408.0954106,414.3707789,0.690606592,0.658424034,0.517344869,0.303772774,0.334785846,0.472025993,16.81873455,21.43080821,12.18110315,7.750396253,4.61207366,9.068338294,682144.2484,608535.97,564841.1351,0.78,1.5,1.4,403.2255956,402.3190191,406.9499869,0.82265951,0.743650385,0.580286894,0.175872716,0.253380011,0.414090892,23.75110858,30.40717468,13.5156222,7.190763013,6.656066097,16.56034557,712726.835,507179.9003,591421.3439
764,0.78,1.5,1.4,403.2255956,402.3190191,406.9499869,0.82265951,0.743650385,0.580286894,0.175872716,0.253380011,0.414090892,23.75110858,30.40717468,13.5156222,7.190763013,6.656066097,16.56034557,712726.835,507179.9003,591421.3439,0.55,0.6,2.5,432.9463033,414.0063374,422.3729459,0.589184864,0.653789146,0.523873018,0.397464319,0.335757441,0.460394769,9.780328115,17.15520572,10.28622145,3.046029802,7.37487761,6.734298313,720016.3876,591525.9744,602839.3133
765,0.55,0.6,2.5,432.9463033,414.0063374,422.3729459,0.589184864,0.653789146,0.523873018,0.397464319,0.335757441,0.460394769,9.780328115,17.15520572,10.28622145,3.046029802,7.37487761,6.734298313,720016.3876,591525.9744,602839.3133,1.6,0.84,1.2,410.5985234,408.4787605,413.2923492,0.676053593,0.660535629,0.467995401,0.317943993,0.332756478,0.519672359,23.35197369,28.86174403,12.91697998,7.719852072,5.509770337,15.63212162,685891.1118,550575.2271,583498.0368
766,1.6,0.84,1.2,410.5985234,408.4787605,413.2923492,0.676053593,0.660535629,0.467995401,0.317943993,0.332756478,0.519672359,23.35197369,28.86174403,12.91697998,7.719852072,5.509770337,15.63212162,685891.1118,550575.2271,583498.0368,1.9,1.1,1.0,402.2149491,397.4217017,401.4196226,0.742726564,0.748049859,0.602152459,0.253910683,0.248563828,0.391783873,25.49747463,34.76143019,16.77163687,7.86042235,9.263955561,17.63705228,712790.6957,603494.6565,583688.1766
769,0.98,0.69,0.83,417.1760876,412.7338709,418.5470799,0.66229994,0.651825731,0.486312271,0.330559237,0.340373448,0.500628376,15.68100573,21.25942783,10.94391894,5.567761715,5.578422101,10.11324402,688076.3046,600892.9549,519059.0718,1.4,1.9,2.4,405.2534488,406.5622307,410.9167391,0.729366758,0.637445457,0.451498237,0.266758379,0.355639961,0.536359272,24.97491878,31.18430034,14.8397846,8.950883741,6.209381564,16.02403504,730020.3807,590692.2072,570310.9928
771,1.4,0.95,0.89,426.2545998,419.2494857,423.5727194,0.511433433,0.524566014,0.297981445,0.470342072,0.45693322,0.668326306,21.26167389,28.00587232,11.60906742,5.186374969,6.744198429,16.07529892,701310.397,562693.7725,508519.1536,0.69,1.8,1.5,427.8763024,428.7966555,434.1931142,0.539262719,0.407532148,0.19699185,0.443573707,0.561702278,0.750293679,20.48102813,25.93654646,10.85729331,5.697446606,5.45551833,14.78358153,739512.6501,596239.1418,587855.2367
772,0.69,1.8,1.5,427.8763024,428.7966555,434.1931142,0.539262719,0.407532148,0.19699185,0.443573707,0.561702278,0.750293679,20.48102813,25.93654646,10.85729331,5.697446606,5.45551833,14.78358153,739512.6501,596239.1418,587855.2367,1.6,0.76,1.4,424.609184,420.3884559,425.751039,0.491642815,0.499625418,0.291550426,0.4871455,0.478738309,0.671633482,18.79497102,23.72896539,10.97643383,6.292489088,4.933994375,12.50248193,687390.6034,526310.6699,534443.1644
773,1.6,0.76,1.4,424.609184,420.3884559,425.751039,0.491642815,0.499625418,0.291550426,0.4871455,0.478738309,0.671633482,18.79497102,23.72896539,10.97643383,6.292489088,4.933994375,12.50248193,687390.6034,526310.6699,534443.1644,2.0,2.4,0.7,420.9952162,416.631085,421.1518429,0.471789641,0.431836801,0.229434084,0.505817152,0.540474481,0.724703716,23.67218951,31.79874706,14.68109833,6.890180947,8.126557551,16.78200856,731586.9337,530058.1284,603768.4694
775,0.6,0.73,1.3,405.6671725,393.0303657,399.1385262,0.82233982,0.839285986,0.771644986,0.176093369,0.159344316,0.226268012,12.83127552,22.78465413,13.86151618,4.08310106,9.953378607,8.74817446,734842.0534,503866.8282,584523.7641,2.0,0.54,1.6,404.2510655,399.9926109,406.3683661,0.645370655,0.697033863,0.604573027,0.346527813,0.296250427,0.386088053,14.73320253,20.90373458,14.0244751,7.988830498,6.170532047,6.744372034,688074.2433,606637.0171,559763.514
776,2.0,0.54,1.6,404.2510655,399.9926109,406.3683661,0.645370655,0.697033863,0.604573027,0.346527813,0.296250427,0.386088053,14.73320253,20.90373458,14.0244751,7.988830498,6.170532047,6.744372034,688074.2433,606637.0171,559763.514,1.4,1.1,0.7,406.0197974,408.721706,413.480118,0.742431707,0.673904796,0.472543836,0.254197282,0.320888016,0.517430978,27.14071344,30.66531878,12.83849225,9.66343253,3.524605338,17.47728091,704305.8346,525498.7338,612856.5964
777,1.4,1.1,0.7,406.0197974,408.721706,413.480118,0.742431707,0.673904796,0.472543836,0.254197282,0.320888016,0.517430978,27.14071344,30.66531878,12.83849225,9.66343253,3.524605338,17.47728091,704305.8346,525498.7338,612856.5964,2.4,1.9,2.0,417.9969473,423.3942789,428.9701944,0.456773354,0.352954734,0.180380656,0.517227618,0.608377421,0.760607131,21.78835549,25.29811981,12.91826697,9.651244864,3.509764314,12.13711063,726142.7329,602437.7697,592454.2015
779,0.56,1.3,0.62,405.2583365,402.2740439,407.3494098,0.836320514,0.760697911,0.629594254,0.162403241,0.236655555,0.365817117,18.19292251,25.69475736,13.01683884,5.763590625,7.501834854,12.42933188,724595.0276,592712.7289,547723.2407,2.0,1.1,0.84,408.2090202,409.9410051,416.2597086,0.613605181,0.567307261,0.423157165,0.376494892,0.420380579,0.558707038,17.20820081,21.48341337,13.00514729,8.89617524,4.275212563,8.312025565,707390.1591,576653.1989,570138.7488
782,0.5,1.9,1.5,410.0015013,406.7384327,411.2958226,0.789128533,0.678040046,0.491871621,0.208552293,0.316551304,0.498159619,20.29976057,28.41417993,12.77728161,4.9694681,8.114419359,15.33029247,694182.5612,509684.2903,543876.0961,0.59,0.55,1.8,411.5023608,412.5915036,417.562804,0.818276089,0.767608885,0.58033979,0.180169412,0.229956061,0.414355192,23.5034634,26.84518575,9.745986018,6.739542096,3.341722348,16.7639213,689710.4896,523299.2636,560513.6418
783,0.59,0.55,1.8,411.5023608,412.5915036,417.562804,0.818276089,0.767608885,0.58033979,0.180169412,0.229956061,0.414355192,23.5034634,26.84518575,9.745986018,6.739542096,3.341722348,16.7639213,689710.4896,523299.2636,560513.6418,0.68,1.9,1.2,422.5064296,431.8497099,438.390318,0.562467167,0.348787272,0.16855938,0.419609061,0.608649476,0.764609419,17.65840564,20.94845237,10.00764282,6.932121766,3.29004673,10.72628387,691283.6242,595594.9904,575465.6472
785,1.5,1.0,0.53,442.9706328,433.8336729,438.5563202,0.297883918,0.339494122,0.141247417,0.639226509,0.600081125,0.756644789,19.87007702,26.01185964,10.15676151,4.325863168,6.141782623,15.54421385,723160.1887,561676.0007,515948.3469,1.1,2.1,2.1,395.3124058,398.4272293,404.3122581,0.812912754,0.689588538,0.591934558,0.185343303,0.305731007,0.401483139,16.70290086,23.01567657,15.20504379,9.045417747,6.312775703,7.657483117,713173.5958,573016.8385,568877.5355
786,1.1,2.1,2.1,395.3124058,398.4272293,404.3122581,0.812912754,0.689588538,0.591934558,0.185343303,0.305731007,0.401483139,16.70290086,23.01567657,15.20504379,9.045417747,6.312775703,7.657483117,713173.5958,573016.8385,568877.5355,2.5,0.66,0.96,437.8733231,426.7644955,434.3152494,0.239796855,0.356908815,0.215099157,0.656737637,0.561058076,0.672676203,11.75798532,16.66899957,10.46421527,5.674863455,4.911014249,6.083121867,682841.1652,519439.0882,528667.7041
787,2.5,0.66,0.96,437.8733231,426.7644955,434.3152494,0.239796855,0.356908815,0.215099157,0.656737637,0.561058076,0.672676203,11.75798532,16.66899957,10.46421527,5.674863455,4.911014249,6.083121867,682841.1652,519439.0882,528667.7041,2.1,1.1,0.78,436.1376117,423.2105915,427.3684373,0.325827484,0.413256558,0.201753283,0.62020716,0.540945506,0.720446722,20.82410843,29.13182291,12.42406996,4.443958479,8.307714477,16.38014995,719554.7907,554051.6007,508727.6047
788,2.1,1.1,0.78,436.1376117,423.2105915,427.3684373,0.325827484,0.413256558,0.201753283,0.62020716,0.540945506,0.720446722,20.82410843,29.13182291,12.42406996,4.443958479,8.307714477,16.38014995,719554.7907,554051.6007,508727.6047,1.6,1.9,1.5,401.1837303,396.2618469,400.3255608,0.73707388,0.706877813,0.572552121,0.259378718,0.288682348,0.420268682,20.28122939,29.90269357,16.4457357,7.08813344,9.621464177,13.19309595,681318.2705,495952.6664,510360.755
789,1.6,1.9,1.5,401.1837303,396.2618469,400.3255608,0.73707388,0.706877813,0.572552121,0.259378718,0.288682348,0.420268682,20.28122939,29.90269357,16.4457357,7.08813344,9.621464177,13.19309595,681318.2705,495952.6664,510360.755,1.8,2.5,1.9,413.9232221,417.3356545,421.864311,0.552301389,0.427561016,0.229715211,0.433162848,0.54734412,0.729260848,24.13196251,29.14328332,13.7808484,9.070751803,5.01132081,15.06121071,736784.8462,513129.1962,554321.2875
790,1.8,2.5,1.9,413.9232221,417.3356545,421.864311,0.552301389,0.427561016,0.229715211,0.433162848,0.54734412,0.729260848,24.13196251,29.14328332,13.7808484,9.070751803,5.01132081,15.06121071,736784.8462,513129.1962,554321.2875,1.6,2.3,2.1,421.0904013,419.4854002,424.3698894,0.498696262,0.420890312,0.2219348,0.481567961,0.550849218,0.731725481,22.26992842,29.17633069,13.62229903,7.020877768,6.906402273,15.24905065,733723.1343,566689.8242,598549.9521
792,0.78,0.72,2.3,404.0783907,397.6011486,403.7313455,0.815393555,0.81217368,0.72327464,0.182936471,0.186061407,0.273896352,15.66417895,23.77016089,13.51128534,5.606457835,8.105981931,10.05772112,704412.8071,618244.6154,612005.9924,1.1,2.4,2.2,408.3560783,418.7753132,424.4787516,0.666989049,0.450370483,0.263531693,0.325000511,0.527151094,0.700927732,21.02848545,24.10618497,12.36280852,9.515371278,3.077699526,11.51311417,683560.878,572971.8529,577457.5453
797,1.5,0.77,2.1,434.9269275,420.6136554,425.9491057,0.415229553,0.506018573,0.298146755,0.550323519,0.465930092,0.6542328,17.72530019,25.83680056,12.03779288,4.196861296,8.111500366,13.5284389,729345.9811,606429.5783,578985.9124,1.7,0.98,2.0,437.0844513,422.0601951,429.2129863,0.32237068,0.422188563,0.263188195,0.615851146,0.528707161,0.665921055,12.49203711,19.27772753,11.40090553,4.769662593,6.785690424,7.722374514,725724.2034,524319.1045,579135.8132
799,1.3,0.98,0.65,388.3702083,387.4009374,392.5988023,0.867164784,0.846778455,0.786174618,0.132083524,0.152264287,0.212400566,19.74448907,26.89997721,16.86143922,9.902785166,7.155488136,9.841703908,685715.4117,517105.8671,587254.2857,1.1,1.4,1.3,405.0754364,401.1500727,407.1357954,0.742825611,0.694282686,0.56848172,0.25363841,0.300778529,0.423868863,16.17485425,23.38327475,13.60158296,6.584960341,7.208420493,9.589893912,693187.9986,494685.9926,587856.8499
800,1.1,1.4,1.3,405.0754364,401.1500727,407.1357954,0.742825611,0.694282686,0.56848172,0.25363841,0.300778529,0.423868863,16.17485425,23.38327475,13.60158296,6.584960341,7.208420493,9.589893912,693187.9986,494685.9926,587856.8499,0.75,1.3,1.3,411.8549985,408.0628983,412.3103366,0.755112331,0.693156318,0.491837357,0.24187852,0.302064654,0.498703854,22.47746633,29.58031832,11.97393631,5.216307487,7.102851998,17.26115884,684509.265,490300.7889,527691.0188
802,2.0,0.67,1.0,448.5468075,426.7802293,431.4664848,0.237851067,0.417929762,0.213576126,0.661166789,0.51057948,0.669796471,16.37002175,25.07413733,11.6258294,3.185406128,8.704115584,13.18461562,709513.9843,595785.3482,493527.4536,2.0,0.81,1.8,427.7060058,418.7019658,424.16874,0.422532743,0.487184892,0.292619292,0.544840989,0.484367188,0.661199468,18.15067022,24.87508857,12.42441366,5.944126187,6.724418349,12.20654403,700651.2049,593540.1853,571135.3277
804,1.1,0.96,0.89,399.4379644,393.2914451,398.2609223,0.806809224,0.808754017,0.725895494,0.191385459,0.189419709,0.271278595,17.05756306,26.48326185,15.7382932,6.523280073,9.42569879,10.53428299,723567.2034,613582.9834,552753.4551,1.3,0.99,0.93,433.1022907,428.8422576,434.698043,0.407332166,0.397419937,0.207699094,0.557384008,0.563952602,0.730878359,15.78974545,20.81631758,10.11988319,5.303045075,5.026572122,10.48670038,680263.3431,608387.5945,511962.9987
805,1.3,0.99,0.93,433.1022907,428.8422576,434.698043,0.407332166,0.397419937,0.207699094,0.557384008,0.563952602,0.730878359,15.78974545,20.81631758,10.11988319,5.303045075,5.026572122,10.48670038,680263.3431,608387.5945,511962.9987,1.7,2.3,1.8,420.2155957,419.2126398,426.2668845,0.461653072,0.378144267,0.244146821,0.511657938,0.583512533,0.703960775,13.63783897,20.01141969,12.98572473,6.749902732,6.373580721,6.887936235,706770.9636,618809.3492,592888.646
807,1.1,0.67,1.5,388.7375511,388.8595908,394.8056953,0.865041529,0.849485304,0.803877551,0.134158683,0.149556905,0.194813211,15.61259126,21.23859971,14.77003679,9.270862914,5.626008442,6.341728349,686655.4453,527253.9735,530405.1167,1.8,1.1,1.7,432.9249501,417.0998527,423.9108228,0.356609858,0.466873974,0.316773536,0.592560692,0.494471191,0.628118049,12.76214149,20.65675108,12.71561032,4.976709382,7.894609582,7.785432112,736919.3409,576641.7594,590935.5816
811,1.9,0.59,0.86,450.5854981,425.1514677,431.8001359,0.220059694,0.432519948,0.25404627,0.659134824,0.487997219,0.626225417,12.63842491,20.59358854,11.2946261,3.521795069,7.955163625,9.11662984,713919.8056,529111.6161,575063.1106,1.3,1.0,2.3,420.9174239,411.1235586,416.1171609,0.601537444,0.622858424,0.416845242,0.388022643,0.367042526,0.564608986,20.98609733,29.4786028,12.94275177,4.774478671,8.492505474,16.21161866,720791.2697,515740.7832,618237.1896
812,1.3,1.0,2.3,420.9174239,411.1235586,416.1171609,0.601537444,0.622858424,0.416845242,0.388022643,0.367042526,0.564608986,20.98609733,29.4786028,12.94275177,4.774478671,8.492505474,16.21161866,720791.2697,515740.7832,618237.1896,1.3,1.3,2.4,394.8095691,393.4549526,399.0488667,0.804087488,0.768138729,0.697805303,0.194049482,0.229344293,0.298728276,15.80507868,23.23252712,15.90200551,8.618292785,7.42744844,7.186785891,736552.8242,592723.5016,545834.6862
813,1.3,1.3,2.4,394.8095691,393.4549526,399.0488667,0.804087488,0.768138729,0.697805303,0.194049482,0.229344293,0.298728276,15.80507868,23.23252712,15.90200551,8.618292785,7.42744844,7.186785891,736552.8242,592723.5016,545834.6862,2.1,2.3,1.7,397.2665777,395.2849934,399.102317,0.746875777,0.701722422,0.572221519,0.24991688,0.293861204,0.420794452,23.70999859,33.44114257,18.93963949,9.492838713,9.731143978,14.21715988,702873.5341,602479.7839,536154.1627
814,2.1,2.3,1.7,397.2665777,395.2849934,399.102317,0.746875777,0.701722422,0.572221519,0.24991688,0.293861204,0.420794452,23.70999859,33.44114257,18.93963949,9.492838713,9.731143978,14.21715988,702873.5341,602479.7839,536154.1627,1.8,1.8,1.4,426.995284,416.9000776,420.7738592,0.436900351,0.464643069,0.253338658,0.535589359,0.508283696,0.700539955,21.48752626,31.06488379,13.93040081,4.689013534,9.577357532,16.79851273,695526.0404,606610.7396,505427.2224
815,1.8,1.8,1.4,426.995284,416.9000776,420.7738592,0.436900351,0.464643069,0.253338658,0.535589359,0.508283696,0.700539955,21.48752626,31.06488379,13.93040081,4.689013534,9.577357532,16.79851273,695526.0404,606610.7396,505427.2224,1.7,2.5,2.2,439.2665048,423.0628909,427.8210631,0.275236444,0.331993366,0.162985263,0.653524009,0.602965874,0.738965904,15.44571539,25.06360867,12.80022632,3.422791516,9.617893279,12.02292387,702775.5087,500399.4971,500894.9878
817,1.4,0.5,1.1,392.9374608,389.8424135,395.6556086,0.820609339,0.841128904,0.78475235,0.177866244,0.157547633,0.21334825,16.75708594,24.19109789,15.8477367,8.577320071,7.434011948,8.17976587,688678.0067,600625.7251,590635.7941,0.8,0.87,0.9,390.53092,390.3342089,395.9917696,0.899051675,0.866124372,0.80640751,0.100525513,0.133186121,0.192521852,19.21762721,25.91545112,15.45166104,8.959009487,6.69782391,10.25861773,699771.6957,604833.32,615796.5917
818,0.8,0.87,0.9,390.53092,390.3342089,395.9917696,0.899051675,0.866124372,0.80640751,0.100525513,0.133186121,0.192521852,19.21762721,25.91545112,15.45166104,8.959009487,6.69782391,10.25861773,699771.6957,604833.32,615796.5917,1.3,0.79,1.8,400.0894874,401.0642746,406.4042676,0.79358106,0.755718633,0.628454937,0.204351232,0.241515388,0.366859436,20.73707537,25.01415947,13.06462988,9.02185028,4.277084103,11.71522509,725241.0038,527260.6967,561017.2883
