V1,V2,V3,T1,T2,T3,xA1,xA2,xA3,xB1,xB2,xB3,targets
-0.489426772,-0.388788925,2.336368132,-0.52023222,0.05534043,0.153225799,0.479578799,0.115850356,0.23575011,-0.450736615,-0.066844883,-0.159177086,1
0.146621608,1.967630251,-1.83183889,-0.271224198,-0.474669401,-0.506709726,0.052751646,-0.151253334,0.037135435,-0.066308531,0.152094704,-0.053650942,2
-0.616636447,-1.516861935,0.258485826,-0.154789476,0.031535728,0.027727518,0.54714316,0.631206781,0.378215642,-0.605140984,-0.678549059,-0.406284358,3
1.164299015,-0.037832878,0.022080054,1.690466843,1.752402477,1.814760739,-2.023294772,-1.957081231,-1.556519276,1.882380366,1.752168626,1.24633437,3
-0.616636447,0.639010928,-0.102344036,-1.702451899,-2.195642198,-2.313551932,1.940921244,2.133776456,1.817133283,-1.842426411,-1.994671332,-1.601929802,1
-0.998265475,-0.012764588,-0.0525744,1.439184021,1.771389669,1.81258386,-1.167894092,-1.557704223,-1.546446257,1.226174216,1.625043741,1.610134408,2
0.146621608,-0.138106034,0.96770314,-1.033011955,-1.066060798,-1.023592296,0.894499643,1.011391214,1.054893939,-0.97638082,-1.067959488,-1.117551961,1
0.909879664,0.488601194,0.519776415,1.541558788,1.353824624,1.290150181,-1.682142803,-1.532981717,-1.560003938,1.731693953,1.536281485,1.529004289,3
-0.871055799,-0.764813262,1.054800003,0.345328765,-0.071508039,-0.118550359,0.109638652,0.377151506,0.239171669,-0.141974484,-0.431768463,-0.290171101,1
0.146621608,0.989966976,-0.861330986,0.096475243,0.696262728,0.630673999,-0.143742011,-0.607851103,-0.81766794,0.133046822,0.6441085,0.885727377,3
-0.311333225,-0.388788925,2.025307907,-0.309017179,-0.286796892,-0.219994736,0.270539478,0.269488666,0.501760981,-0.325889363,-0.314553345,-0.587130004,1
0.08301677,-1.604600947,-1.346584938,0.156202387,-0.503358334,-0.537805726,-0.033723339,0.627455852,0.703461486,0.010479164,-0.725010535,-0.836365708,3
0.795390955,-0.388788925,-0.600040397,-0.407906976,-0.952339967,-0.973046387,0.139345392,0.753547874,0.969273513,-0.175865272,-0.830145803,-1.086220361,1
-0.362217096,-1.855283838,-0.848888577,1.081689097,0.435308323,0.436971238,-0.527492364,0.044458804,-0.12099528,0.556321108,-0.08014683,0.097989692,4
0.019411932,0.989966976,-0.600040397,-1.60056978,-1.93428898,-1.948901392,1.460559508,1.584423338,1.698289955,-1.549719247,-1.653360982,-1.752990835,1
-1.29084773,-0.764813262,0.519776415,0.391991181,0.621999499,0.682634888,0.032987701,-0.132898891,-0.14665577,-0.065114326,0.122931806,0.134685894,4
1.202461918,-0.589335238,0.146504145,-0.282667359,-0.666352271,-0.655133683,-0.25423188,0.197943114,0.428881451,0.257004357,-0.247802439,-0.528075652,2
-1.303568697,1.942561962,0.519776415,0.836641564,1.445650233,1.404127882,-0.215835165,-1.032454531,-1.455619326,0.211194134,1.116689119,1.616049518,3
1.08797321,-1.015496153,-0.973312667,0.200532549,-0.576079136,-0.477161789,-0.583292653,0.151793838,0.517237528,0.619033551,-0.190928156,-0.615492609,4
-0.107797744,1.115308421,0.519776415,-0.466892838,-0.195641818,-0.288276192,0.426107999,0.161023443,0.120624102,-0.496124838,-0.196484333,-0.160427528,4
-0.55303161,-1.015496153,-0.600040397,1.703804818,1.780519553,1.899049454,-1.26602873,-1.463783539,-1.527400384,1.345513487,1.528263499,1.608473923,1
-0.222286452,-0.514130371,0.395352325,-1.304603164,-1.21174232,-1.288741598,1.162102315,1.383506137,1.424188167,-1.28551812,-1.48906496,-1.555678246,1
1.215182886,1.365991312,-0.226768126,1.947630269,2.195101594,2.232028847,-2.337662489,-2.637812289,-2.349406573,2.359499675,2.527616001,2.182375554,3
0.146621608,-1.64220338,1.266320957,-0.079041028,-0.942953484,-0.964051823,0.383930449,1.203555736,0.779377955,-0.314197296,-1.052607998,-0.559786565,3
-0.743846123,1.115308421,-1.806954072,-0.829178106,-0.624150698,-0.651723502,0.985011796,0.574563776,0.58218935,-1.046784961,-0.596715525,-0.599771058,4
0.019411932,0.237918303,-1.471009028,-0.209787689,-0.772483378,-0.874084334,0.36641345,0.750672304,0.532544876,-0.395374271,-0.765547211,-0.522561692,4
0.40104096,0.363259748,-0.848888577,-0.138815083,0.773836072,0.712959632,-0.029250912,-0.739803159,-0.695166008,0.100046616,0.758195866,0.66529425,1
-1.761523531,-0.388788925,0.270928235,0.288282979,0.174215896,0.207458648,0.325065976,0.284908281,0.067160631,-0.259488906,-0.200728336,0.062795153,4
0.273831284,-0.012764588,0.395352325,-1.151964852,-1.088087661,-1.086004126,1.107627349,1.112952752,1.037145162,-1.165606387,-1.1341125,-1.006883165,1
0.273831284,-1.266179044,-0.724464487,0.147324168,-0.217579084,-0.151297087,-0.31306337,0.1866363,0.450374822,0.316263314,-0.235533605,-0.549093813,3
1.03708934,1.240649867,0.395352325,1.690694046,1.586115897,1.513889151,-1.84503789,-1.886885967,-1.903130383,1.719426163,1.783258866,1.730460478,3
-1.876012239,-0.263447479,-0.102344036,-1.926980933,-1.798296321,-1.777466801,2.292126632,2.082743336,2.073340717,-2.265450747,-2.04399111,-1.978895083,3
1.787626428,-0.012764588,-1.433681801,0.656896416,0.93792602,0.912796891,-0.985382052,-1.083074885,-1.278370407,1.063257185,1.169263376,1.405485714,1
