step,time,DMPC1_qh,DMPC1_qc,DMPC1_V,DMPC1_T,DMPC2_qh,DMPC2_qc,DMPC2_V,DMPC2_T,qh_sp,qc_sp,V_sp,T_sp
33.0,3.3000000000000003,11.017503570114886,6.000014834114032,5.48143210038418,364.76101547735277,11.000014808819952,6.017385916311053,5.481556880997547,364.602158083605,11.0,6.0,5.5,364.7058823531342
34.0,3.4000000000000004,11.015821964192405,6.00001341609158,5.483183940807072,364.75597431256836,11.000013384308659,6.015715611660397,5.4832969535106475,364.6122055488698,11.0,6.0,5.5,364.7058823531342
35.0,3.5,11.014298712072765,6.000012129738047,5.4847674788354706,364.75135171896386,11.00001209455802,6.014202596969432,5.484869853107552,364.621261073911,11.0,6.0,5.5,364.7058823531342
36.0,3.6,11.012918568371234,6.00001096288236,5.4861985630165515,364.7471229265755,11.000010926393117,6.012831729193741,5.486291322260297,364.6294311864376,11.0,6.0,5.5,364.7058823531342
37.0,3.7,11.01166771998224,6.000009904349552,5.487491516141912,364.7432613138236,11.000009867941992,6.011589287973919,5.487575587818983,364.6368090447379,11.0,6.0,5.5,364.7058823531342
38.0,3.8000000000000003,11.010533647836565,6.0000089439078526,5.488659278575091,364.7397399100502,11.0000089084894,6.0104628383132574,5.488735503410573,364.64347662499756,11.0,6.0,5.5,364.7058823531342
39.0,3.9000000000000004,11.009505001608336,6.000008072207405,5.489713537749534,364.73653211493706,11.000008038350815,6.009441106120621,5.489782678090839,364.64950645094854,11.0,6.0,5.5,364.7058823531342
40.0,4.0,11.008571486118264,6.000007280715467,5.490664845131106,364.73361222990866,11.000007248762714,6.0085138653727,5.490727592537982,364.6549629778597,11.0,6.0,5.5,364.7058823531342
41.0,4.1000000000000005,11.00772375829653,6.0000065616512215,5.491522721814478,364.73095578704755,11.000006531786127,6.007671835766134,5.491579703951523,364.65990367555116,11.0,6.0,5.5,364.7058823531342
42.0,4.2,11.006953333674275,6.000005907922149,5.492295753809255,364.72853973528,11.000005880221222,6.006906589835089,5.492347540706749,364.6643799190582,11.0,6.0,5.5,364.7058823531342
43.0,4.3,11.006252501467985,6.000005313063139,5.492991677968898,364.72634252703847,11.000005287531199,6.006210468604609,5.493038787712379,364.66843800092175,11.0,6.0,5.5,364.7058823531342
44.0,4.4,11.005614247407006,6.000004771178959,5.49361745942201,364.72434413641207,11.000004747774101,6.005576504935486,5.4936603633259615,364.67211956630183,11.0,6.0,5.5,364.7058823531342
45.0,4.5,11.005032183531888,6.000004276890395,5.494179361280607,364.7225260314093,11.000004255541477,6.004998353793459,5.49421848859692,364.67546216452246,11.0,6.0,5.5,364.7058823531342
46.0,4.6000000000000005,11.004500484260992,6.000003825284104,5.494683007322835,364.72087111576855,11.000003805902995,6.004470228744781,5.4947187495304135,364.67849972170865,11.0,6.0,5.5,364.7058823531342
47.0,4.7,11.004013828085547,6.00000341186612,5.495133438277344,364.7193636741345,11.000003394356238,6.003986844042582,5.495166152995192,364.6812629494797,11.0,6.0,5.5,364.7058823531342
48.0,4.800000000000001,11.003567344309621,6.000003032518824,5.495535162272512,364.71798925475184,11.000003016781081,6.00354336172437,5.495565176835073,364.6837797017476,11.0,6.0,5.5,364.7058823531342
49.0,4.9,11.003156564301978,6.000002683461164,5.495892199955357,364.71673454932363,11.000002669398071,6.003135343191214,5.495919814685617,364.6860752886082,11.0,6.0,5.5,364.7058823531342
50.0,5.0,11.002777376771968,6.000002361211882,5.496208124731671,364.715587339547,11.000002348730366,6.0027587047839495,5.496233615944547,364.6881727544975,11.0,6.0,5.5,364.7058823531342
51.0,5.1000000000000005,11.002425986621796,6.000002062555455,5.496486098530057,364.71453640176827,11.000002051568769,6.002409676911829,5.496509721295978,364.69009312629777,11.0,6.0,5.5,364.7058823531342
52.0,5.2,11.002098876963398,6.000001784510524,5.496728903447782,364.71357141469355,11.000001774939525,6.002084766324514,5.4967508941440375,364.69185563594885,11.0,6.0,5.5,364.7058823531342
53.0,5.300000000000001,11.001792773919737,6.000001524300512,5.496938969595175,364.7126828710726,11.000001516074507,6.0017807211498395,5.496959548270441,364.6934779215512,11.0,6.0,5.5,364.7058823531342
54.0,5.4,11.00150461385828,6.000001279326196,5.4971183994172,364.7118619937463,11.000001272383491,6.001494498347409,5.497137771992876,364.69497620547963,11.0,6.0,5.5,364.7058823531342
55.0,5.5,11.001231512728667,6.000001047139991,5.497268988735647,364.71110065618495,11.00000104142825,6.001223233252287,5.497287349065966,364.69636543834986,11.0,6.0,5.5,364.7058823531342
56.0,5.6000000000000005,11.000970737197742,6.000000825421702,5.497392244722513,364.7103913075172,11.000000820898187,6.0009642109039705,5.4974097765340195,364.69765952621174,11.0,6.0,5.5,364.7058823531342
57.0,5.7,11.000719677293011,6.000000611955527,5.497489400984458,364.70972690167343,11.000000608587277,6.000714838873676,5.497506279714235,364.69887141689867,11.0,6.0,5.5,364.7058823531342
58.0,5.800000000000001,11.000475820280766,6.000000404608108,5.49756142990931,364.70910083055065,11.000000402372093,6.000472621317991,5.497577824460331,364.7000132322114,11.0,6.0,5.5,364.7058823531342
59.0,5.9,11.000236725517409,6.000000201307419,5.4976090523981975,364.7085068607719,11.000000200190714,6.000235133999206,5.497625126829338,364.70109639224,11.0,6.0,5.5,364.7058823531342
60.0,6.0,11.0000000000223,6.000000000022321,5.497632745080681,364.707939070744,11.0000000000223,6.000000000022321,5.49764866024833,364.7021317291492,11.0,6.0,5.5,364.7058823531342
