step,time,DMPC1_qh,DMPC1_qc,DMPC1_V,DMPC1_T,DMPC2_qh,DMPC2_qc,DMPC2_V,DMPC2_T,qh_sp,qc_sp,V_sp,T_sp
40.0,4.0,0.5529010718167611,9.000067820456591,8.042375186642776,307.0775937210924,0.5000375599393615,9.053104386844023,8.04216664492496,305.2131533339234,0.5,9.0,8.1,305.26315789411154
41.0,4.1000000000000005,0.5476682794081563,9.000060635227086,8.04767207587011,306.9331733483481,0.5000346861523377,9.047852470803427,8.047480839603299,305.21551831035475,0.5,9.0,8.1,305.26315789411154
42.0,4.2,0.5429127761455357,9.000054192720347,8.052444967333633,306.7992906013835,0.5000319548888043,9.04307942633239,8.052269555298874,305.2179349905872,0.5,9.0,8.1,305.26315789411154
43.0,4.3,0.538586942571228,9.000048405729865,8.056741664220223,306.67525256494804,0.5000293630378372,9.038737495673566,8.056580693420992,305.2203688669903,0.5,9.0,8.1,305.26315789411154
44.0,4.4,0.5346474624796083,9.000043197119494,8.060605199050332,306.5603989475889,0.5000269061174558,9.034783233601857,8.060457379292131,305.2227922098937,0.5,9.0,8.1,305.26315789411154
45.0,4.5,0.5310548889836794,9.000038498601524,8.064074265010245,306.45410190676967,0.5000245785662149,9.03117707292734,8.063938393264065,305.2251830237523,0.5,9.0,8.1,305.26315789411154
46.0,4.6000000000000005,0.5277732493633251,9.000034249650017,8.067183603768767,306.355765608412,0.5000223739836533,9.027882928767761,8.06705855841342,305.227524155193,0.5,9.0,8.1,305.26315789411154
47.0,4.7,0.5247696847328495,9.00003039653649,8.069964353670104,306.26482556848157,0.5000202853275125,9.024867837635698,8.069849088688562,305.2298025308911,0.5,9.0,8.1,305.26315789411154
48.0,4.800000000000001,0.5220141209148346,9.000026891475718,8.072444361797036,306.18074781408274,0.5000183050744028,9.022101627733266,8.072337900984884,305.2320085072265,0.5,9.0,8.1,305.26315789411154
49.0,4.9,0.5194789672205141,9.000023691870144,8.074648463036091,306.1030278974474,0.500016425349581,9.019556617158912,8.074549894265651,305.2341353155744,0.5,9.0,8.1,305.26315789411154
50.0,5.0,0.5171388401169104,9.000020759642227,8.076598728945156,306.03118979157756,0.500014638030641,9.017207337009642,8.076507198516499,305.23617859013484,0.5,9.0,8.1,305.26315789411154
51.0,5.1000000000000005,0.5149703090107287,9.000018060644942,8.078314688921067,305.9647847793492,0.5000129348292081,9.015030276610776,8.078229396020527,305.2381359666693,0.5,9.0,8.1,305.26315789411154
52.0,5.2,0.5129516616009543,9.000015564141465,8.079813525886637,305.9033900998998,0.500011307354131,9.013003648326311,8.079733717164524,305.2400067423673,0.5,9.0,8.1,305.26315789411154
53.0,5.300000000000001,0.5110626864484742,9.000013242345956,8.08111024846088,305.8466074088013,0.500009747159161,9.011107169598649,8.08103521273257,305.2417915885449,0.5,9.0,8.1,305.26315789411154
54.0,5.4,0.5092844705838275,9.000011070018115,8.082217841340322,305.79406171102414,0.500008245777693,9.009321860038566,8.08214690440835,305.2434923088473,0.5,9.0,8.1,305.26315789411154
55.0,5.5,0.5075992101251079,9.000009024105038,8.083147395400516,305.7453998947571,0.5000067947467935,9.007629851536647,8.083079914989977,305.24511163688277,0.5,9.0,8.1,305.26315789411154
56.0,5.6000000000000005,0.5059900320086157,9.000007083424524,8.083908218823533,305.7002893239279,0.5000053856224528,9.006014209497561,8.083843579618323,305.24665306788376,0.5,9.0,8.1,305.26315789411154
57.0,5.7,0.5044408250463989,9.000005228384753,8.084507930366847,305.658416423313,0.5000040099877595,9.004458763409676,8.084445539130325,305.24812071995984,0.5,9.0,8.1,305.26315789411154
58.0,5.800000000000001,0.5029360786184558,9.00000344073583,8.084952535709965,305.61948526006864,0.5000026594555104,9.002947945055766,8.08489181647007,305.24951922094147,0.5,9.0,8.1,305.26315789411154
59.0,5.9,0.5014607273840358,9.000001703349302,8.085246487645394,305.5832161269916,0.5000013256666113,9.001466632746968,8.085186876921197,305.25085361751667,0.5,9.0,8.1,305.26315789411154
60.0,6.0,0.5000000004569476,9.000000000022306,8.085392730718729,305.549344129896,0.5000000002855195,9.000000000022306,8.085333672762554,305.25212930067397,0.5,9.0,8.1,305.26315789411154
