coordination,DMPC1_ISE,DMPC1_ISC,DMPC1_PI,DMPC2_ISE,DMPC2_ISC,DMPC2_PI
0.0,17.8137962912104,12.482801427208738,30.29659771841914,17.839518057181383,12.483690285787747,30.32320834296913
1.0,17.80399149207793,12.482767315373223,30.286758807451154,17.855236647156772,12.483567881323145,30.33880452847992
2.0,17.735031076178146,12.537550607838831,30.272581684016977,17.926359628397822,12.390848093448488,30.31720772184631
3.0,17.74600403989876,12.526535730461317,30.272539770360076,17.94115329011552,12.3759265425433,30.31707983265882
4.0,17.746046076824957,12.526501427559722,30.27254750438468,17.941131793113417,12.375957701411348,30.317089494524765
5.0,17.746039174916767,12.526508329789628,30.272547504706395,17.94112330884167,12.375966209950073,30.317089518791747
