V_1,V_2,V_3,T_1,T_2,T_3,x_A1,x_A2,x_A3,x_B1,x_B2,x_B3,F_1,F_2,F_3,F_f1,F_f2,F_R,Q_1,Q_2,Q_3
0.83,1.9,1.4,417.4604758,417.0244281,421.9940138,0.648056436,0.53297765,0.308346803,0.344207196,0.452785611,0.665725516,15.507153007878337,23.800366196206,9.620893081245113,7.314205509550675,2.9598798549943326,9.326280831660998,724004.6250833883,550856.9515076381,549718.1864906859
0.8394444444444445,1.855555555555555,1.4388888888888893,416.6269075292493,417.82951714741733,422.1178381162668,0.6490012347737941,0.5231845874202068,0.31686462980589214,0.3432297446841403,0.46216364615223504,0.6576650771965372,15.597640193309966,23.707689221918535,9.703370785407666,7.259274260637729,3.073011991571533,9.408736303042607,724004.678551233,550856.9323683381,549718.1647337617
0.8483641975308642,1.8135802469135793,1.4756172839506183,415.96064832354483,418.49433291393666,422.3181110543889,0.6505829061990772,0.5147021935356508,0.32267131631121176,0.3416489254090284,0.47023677619143056,0.6521917898462214,15.685016441195438,23.614738823977895,9.789667386574195,7.22286297032842,3.172520736691924,9.473058820661256,724004.7183428602,550856.9195524406,549718.143359804
0.8567884087791494,1.7739368998628247,1.5103052126200287,415.43382568669614,419.0343048855254,422.56524497328115,0.6524118123165047,0.5075368007841367,0.32645075690892533,0.33984211296095,0.4770086339312131,0.6486443402295395,15.769544097126172,23.522868306239424,9.877848806406815,7.201032237324536,3.260411543361078,9.523255801273976,724004.7472552578,550856.9122493688,549718.1233692811
0.8647446082914187,1.7364959609815562,1.5430660341411386,415.02226066634256,419.4640216246778,422.837384009983,0.6542447867444006,0.5016504028909095,0.328733601335192,0.33804341675932914,0.4825257083648059,0.6465109216178724,15.851463809065203,23.43310342094089,9.96641908162857,7.19062599537088,3.338333205331967,9.562540425084867,724004.7676293465,550856.9096982774,549718.1053684559
0.8722587967196732,1.7011350742603581,1.5740068100221867,414.7051708579026,419.79711476330573,423.1185076740852,0.6559373307725765,0.49697395796190663,0.32993300434365114,0.3363907774974881,0.4868639375805495,0.6453943413794446,15.930977508844778,23.346189887149613,10.054196620202967,7.189083569509821,3.4076452165691027,9.593501961203804,724004.7814048145,550856.9111962366,549718.0896897342
0.8793555302352469,1.667738681245894,1.603228653909843,414.4648450149462,420.0461846910504,423.3970215584612,0.6574113808925177,0.493417963113355,0.33037055413267247,0.3349576328505966,0.4901181053387045,0.6449866649992475,16.008243124909736,23.262644116234814,10.14024318117599,7.194312177141001,3.4694764496857733,9.618227412867093,724004.7901733649,550856.9161027235,549718.076476451
0.8860580007777331,1.6361976433988998,1.6308270620259628,414.2863103188931,420.22276117220025,423.6646988422366,0.6586332157407956,0.4908808027555084,0.3302956688678866,0.3337745617431577,0.4923935332399656,0.645050212602507,16.083376198308393,23.182799999303644,10.22382022722571,7.204597187648662,3.5247728450025755,9.638392338808174,724004.7952285156,550856.9238412469,549718.0657430716
0.8923881118456369,1.6064088854322947,1.6568922252467428,414.15700395339786,420.33729770210977,423.91587605081963,0.6595981308084408,0.48925519245209104,0.329900518004993,0.3328442554677377,0.49379973522451265,0.6454029188875344,16.156455341983396,23.106849325055816,10.304358987698494,7.218536061376276,3.574334746857116,9.655331868302875,724004.7976109476,550856.9338987927,549718.0574181465
0.8983665500764351,1.5782750584638339,1.6815093238441459,414.0664630853028,420.3991877304427,424.1468396737787,0.6603197635829073,0.48843309412382824,0.3293316674164873,0.3321519152327397,0.4944456447860846,0.6459068959126473,16.2275294952028,23.034875431354273,10.381437167566906,7.234987374351734,3.618845546392575,9.670098453674834,724004.7981489837,550856.9458236558,549718.0513750179
0.9040128528499662,1.5517042218825097,1.7047588058528047,414.00603565165727,420.41680338394957,424.35535335067175,0.6608226399606283,0.4883093010798475,0.3286993504527582,0.33167248776248814,0.4944362016402187,0.6464593259378745,16.296625603120027,22.966880544283615,10.454758885657174,7.253029756363595,3.658893461946851,9.683510161089995,724004.7974941565,550856.9592221191,549718.0474537358
0.9093454721360793,1.5266095428890367,1.7267166499720934,413.9686179787881,420.39754803373313,424.5402928970718,0.661137005086185,0.48878396826802356,0.32808489308310007,0.33137566388877787,0.49387000894622224,0.6469851710634427,16.3637558481588,22.902807576618205,10.524136375278394,7.271927666774064,3.6949881091991554,9.696191700477542,724004.7961520593,550856.9737543608,549718.0454766162
0.9143818347951861,1.502909012728535,1.747454613862533,413.9484211236371,420.34791839197635,424.7013631339047,0.6612952732471157,0.4897642972657419,0.32754670360355165,0.33122929508767424,0.49283784062743397,0.6474312993341245,16.42892393132198,22.842557233944106,10.589472963373762,7.291102193157453,3.727573217765223,9.708609506196622,724004.7945088145,550856.9891298929,549718.0452591705
0.919138399528787,1.4805251786880607,1.7670404686479482,413.940762153642,420.27357561392193,424.8388779207603,0.6613296599294126,0.49116550092668065,0.3271251399465587,0.33120165706803983,0.49142186176997,0.6477617232313491,16.492130172924142,22.78600124353766,10.650747288725144,7.310105797831424,3.757036546026443,9.721101711567474,724004.7928535609,550857.0051027752,549718.046617656
0.9236307106660766,1.4593848909831686,1.785538220389729,413.9418846361288,420.179417088482,424.9535892245974,0.6612706414829692,0.49291127994156025,0.3268464425425675,0.33126290902958505,0.4896953261203378,0.647953762366496,16.553375390819664,22.732992440595762,10.70799887582088,7.3286003582356365,3.7837177765549708,9.733903628143521,724004.7913973939,550857.0214667979,549718.0493741577
0.9278734489624058,1.4394190637063262,1.8030083192569664,413.94880243861377,420.06965026057736,425.04655436030845,0.6611460253624881,0.49493388025590423,0.32672593042332115,0.3313859607697583,0.48772267434175953,0.6479949376255479,16.6126636355411,22.683372348736185,10.76131519346001,7.346338076782648,3.8079149551529063,9.747169232342419,724004.790289186,550857.0380507794,549718.0533598666
