DMPC1,DMPC2,DMPC3,DMPC4,DMPC5,DMPC6,DMPC7,DMPC8
340.9620475924573,502.6094065542361,227.48185020546,1115.076605994066,182.58527687083327,263.6458312224314,199.37783214839772,202.9721017810254
448.3987757989243,686.115550624911,560.3134630649264,116.87200392017512,346.52236627916346,232.74707003643303,284.6053775491146,297.8848654790658
789.3608233913816,1188.7249571791472,787.7953132703864,1231.9486099142412,529.1076431499968,496.3929012588644,483.98320969751234,500.8569672600912
