DMPC1,DMPC2,DMPC3,DMPC4,DMPC5,DMPC6,DMPC7,DMPC8
194.40259965289798,201.1626851890768,376.6400221461092,454.430812909792,270.3214106845326,264.2715822256316,247.41742228460913,253.73971956880874
291.90914077567504,294.7053587039972,436.3072781516149,334.1494227939752,321.8121408126861,306.79798602526176,301.84690942585246,294.80905906337455
486.311740428573,495.868043893074,812.947300297724,788.5802357037671,592.1335514972187,571.0695682508933,549.2643317104616,548.5487786321833
