DMPC1,DMPC2,DMPC3,DMPC4,DMPC5,DMPC6,DMPC7,DMPC8
1092.8565567443893,1073.4017702380793,719.5672819028017,1273.1107404107834,417.1170208155639,686.6719362002589,560.5236893332416,502.47789333744544
825.102358462562,970.8536944431401,414.7682149978149,206.58875787084617,739.8810349294007,397.4094739868218,529.6333306005938,576.1826807153413
1917.9589152069514,2044.2554646812193,1134.3354969006166,1479.6994982816295,1156.9980557449646,1084.0814101870806,1090.1570199338353,1078.6605740527868
