V_1,V_2,V_3,T_1,T_2,T_3,x_A1,x_A2,x_A3,x_B1,x_B2,x_B3,F_1,F_2,F_3,F_f1,F_f2,F_R,Q_1,Q_2,Q_3
0.83,1.9,1.4,417.4604758,417.0244281,421.9940138,0.648056436,0.53297765,0.308346803,0.344207196,0.452785611,0.665725516,16.317691152553582,23.891995067446487,9.896922095798445,8.305528108454197,2.240970581559575,9.145496377432721,724004.1477044417,550856.9252752864,549718.176354385
0.8394444444444445,1.8555555555555554,1.438888888888889,416.08442560698876,417.9891022412808,422.1266883349357,0.6523246923862511,0.5222276211019933,0.3172965676396699,0.3399857988313983,0.4630974806437623,0.657257810806573,16.416456584652547,23.793229635347522,9.92234949586603,8.208912511813026,2.33973601365794,9.277914443209893,724004.2391978821,550856.9059348508,549718.1530338691
0.8483641975308647,1.8135802469135804,1.4756172839506172,414.98489905131794,418.77309709958115,422.352430679212,0.6568754773477177,0.5129823387956739,0.32324222405838826,0.3355200005125863,0.47190891294778614,0.6516576894011394,16.509735048301547,23.699951171698515,9.965744045717331,8.136664235691894,2.433014477306436,9.38397616240389,724004.3120520777,550856.8945350867,549718.130291155
0.8567884087791499,1.7739368998628264,1.5103052126200271,414.1147285887684,419.39731007308,422.6338690109128,0.6613044335152362,0.5052608712367981,0.32696851623852846,0.33119652471345873,0.47921367562419137,0.6481662985976558,16.597831375081142,23.611854844918916,10.021537411390444,8.082948992048262,2.5211108040855996,9.469626324505219,724004.3701201769,550856.8899415012,549718.1093426178
0.8647446082914192,1.736495960981558,1.5430660341411364,413.433919412069,419.8813805570327,422.9436412670567,0.6653762023237659,0.4990244719331827,0.32908026366982374,0.32723835503939963,0.4850613231488767,0.64620025678252,16.681033461484084,23.52865275851597,10.085559731368454,8.043324385206226,2.6043128904881674,9.539411687668402,724004.4165274644,550856.8911015646,549718.0909021484
0.8722587967196734,1.7011350742603601,1.5740068100221842,412.90867182026193,420.2435873413571,423.2618843113051,0.6689666796994814,0.4941935851130072,0.3300455473940049,0.3237611157281268,0.4895400914050795,0.6453095655413909,16.75961320975352,23.45007301024653,10.154652336753706,8.0143590679223,2.6828926387572753,9.596862163700063,724004.4537998748,550856.897054335,549718.075338564
0.8793555302352473,1.6677386812458954,1.6032286539098408,412.5105253895033,420.5007730322919,423.5743919501163,0.6720247959094952,0.49066154082995256,0.33022648223326245,0.320810265432889,0.49276318522691237,0.6451475428498993,16.833827416452426,23.375858803547622,10.22640812956938,7.993377116801898,2.757106845455891,9.644746764748879,724004.4839704108,550856.9069348442,549718.0627855966
0.8860580007777333,1.6361976433989016,1.6308270620259606,412.215603974579,420.66830689079893,423.87124072716307,0.6745467487977649,0.48830541203100936,0.3299019933848845,0.3183860961234704,0.49485798926420427,0.6454485130661408,16.903918611668054,23.30576760833199,10.298992460528886,7.978281389513047,2.827198040671261,9.685250550303452,724004.5086676534,550856.9199745305,549718.0532193922
0.892388111845637,1.6064088854322958,1.6568922252467408,412.00395678360405,420.7600755774144,424.1457561318343,0.6765584452696956,0.486994541307687,0.32928510088047397,0.31646072028993527,0.4959576843244369,0.6460108394779139,16.97011585159392,23.23957036840612,10.371015278758525,7.967427205996327,2.8933952805968963,9.720101233293347,724004.529189406,550856.9354987605,549718.0465133942
0.8983665500764348,1.578275058463835,1.681509323844144,411.8589772644445,420.7885109078135,424.393722493645,0.6781034376115571,0.48659697433738125,0.3285364387563401,0.31498970744546523,0.4961950157019447,0.6466836353205421,17.03263546707946,23.177050752920582,10.441436630765159,7.959528779200879,2.955914896082224,9.750663020702348,724004.5465638658,550856.9529222776,549718.0424772662
0.9040128528499666,1.5517042218825106,1.704758805852802,411.76689993514617,420.7646391697494,424.61277750543843,0.6792346344779403,0.4869842351368987,0.32777494247907873,0.31392005426616626,0.49569775969745633,0.6473562513806709,17.091681770593574,23.118004449406463,10.50949452582017,7.953587624856878,3.0149611995961507,9.77800846007025,724004.5616003006,550856.9717432392,549718.0408844223
0.9093454721360795,1.5266095428890378,1.7267166499720912,411.71636145179673,420.698154206226,424.8019434449741,0.6800086462740995,0.48803464887115816,0.32708645527874364,0.3131955998538527,0.4945856621623934,0.6479498155546382,17.14744772391246,23.062238496087577,10.574648386800813,7.948836299442469,3.070727152914864,9.802974943562795,724004.5749308916,550856.9915363741,549718.0414913552
0.914381834795186,1.5029090127285356,1.7474546138625302,411.6980223793115,420.5975044002796,424.96126398072437,0.6804819896105673,0.48963552834886437,0.32653068450430095,0.3127606417136617,0.49296851647495554,0.6484104045294266,17.200115568713628,23.009570651286406,10.636533828868455,7.944693289522026,3.123394997715874,9.826210047223697,724004.5870451704,550857.0119456708,549718.0440510225
0.9191383995287867,1.4805251786880615,1.7670404686479448,411.70424359372737,420.4699886604641,425.0915215236029,0.6807086026807403,0.4916844672786235,0.32614685194207993,0.31256228529245694,0.4909451253371305,0.6487035107714872,17.24985742213695,22.959828797863082,10.694926017105686,7.940726354941398,3.1731368511390525,9.848208403670307,724004.5983182569,550857.0326769256,549718.0483219135
0.9236307106660762,1.459384890983169,1.7855382203897254,411.72880706236083,420.3218593773163,425.19401837405496,0.6807383313930984,0.49408989428297156,0.3259582939358201,0.31255185711233846,0.4886029789657746,0.6488095553112974,17.29683583925898,22.91285038074105,10.749709756658975,7.936622513236507,3.2201152682609457,9.86934192158196,724004.6090339399,550857.0534903948,549718.0540739762
0.9278734489624051,1.4394190637063267,1.8030083192569624,411.7666806391821,420.15842490056144,425.27040664358,0.6806160692357709,0.4967711350029826,0.3259761885209406,0.3126856897051304,0.486018400081602,0.6487202671804927,17.34120434431867,22.868481875681358,10.800855012954614,7.932163386098858,3.264483773320515,9.889884631803776,724004.6194034726,550857.074193741,549718.0610922687
