DMPC1,DMPC2,DMPC3,DMPC4,DMPC5,DMPC6,DMPC7,DMPC8
258.88526247071985,194.98968484686674,186.7749629706526,1011.4736006087855,138.59911180203756,321.64794975059993,234.0511133376746,207.2393527755304
145.42685725649335,118.0346361749308,150.91020430491162,230.37413017442572,192.44951305642735,115.13136590078379,118.14944067896212,117.29451655957168
404.3121197272132,313.0243210217975,337.68516727556425,1241.8477307832113,331.0486248584649,436.77931565138374,352.2005540166367,324.53386933510205
