V_1,V_2,V_3,T_1,T_2,T_3,x_A1,x_A2,x_A3,x_B1,x_B2,x_B3,F_1,F_2,F_3,F_f1,F_f2,F_R,Q_1,Q_2,Q_3
1.8,1.6,1.4,427.6963736,417.8902545,423.500403,0.414401902,0.441717902,0.265734169,0.551880954,0.525675346,0.68456794,22.886269204114246,25.383184228419296,6.384204415113141,8.181387034206251,5.163581690971714,14.704882169907995,718383.800604843,546885.655852583,609497.1655809755
1.8,1.6222222222222225,1.4333333333333333,426.81362375576845,418.91399751579957,423.5904559260628,0.42498590948066567,0.4338099169807934,0.25796600790790997,0.5420911547226448,0.5331203775520202,0.6915832107803781,22.811456169134303,25.384116336805622,6.644757715041722,8.143239655422416,5.0911786861898385,14.668216513711885,718383.8407439485,546885.6153123383,609497.1239122553
1.8,1.6432098765432102,1.4648148148148148,426.0324474431356,419.7420409538127,423.7913595489908,0.43390901097483314,0.4273637876939655,0.2506418204251991,0.5339361616978852,0.5391667260948768,0.6981928426769477,22.740879443603824,25.384835684600432,6.890666418595999,8.107283334352323,5.022557064041875,14.633596109251501,718383.8738595579,546885.5821641315,609497.0822626784
1.8,1.6630315500685873,1.494547325102881,425.34693928190853,420.4133957380768,424.06087210775814,0.4413968941795919,0.4220476136078974,0.24385500863368853,0.5271801702673957,0.5441413544281091,0.704305969739361,22.674289768822028,25.385411538163158,7.1228151984607315,8.073395807657032,4.957578102217216,14.600893961164996,718383.900686773,546885.5546188708,609497.0419080169
1.8,1.6817520195092206,1.5226280292638321,424.7500531663803,420.95958676190554,424.3694631450412,0.4476449115965993,0.4176034918578134,0.23764104507786882,0.5216212028833367,0.5482964952819399,0.7098885131514293,22.61145234319172,25.385888194261096,7.342015952790117,8.04145975832585,4.896089054341237,14.56999258486587,718383.9219333082,546885.5312777619,609497.0035608774
1.8,1.6994324628698196,1.5491486943047301,424.2342461640414,421.40608736668025,424.69670128320337,0.45282252308142334,0.41383063425816574,0.23199807707108244,0.5170858461732895,0.5518268927470834,0.7149427540848986,22.552146840893087,25.386294367092816,7.549019512974044,8.011363034209785,4.837931107067594,14.540783806683303,718383.9382613276,546885.5110520715,609496.9675674364
1.8,1.716130659377052,1.5741959890655781,423.7919060178704,421.7734722956661,425.028678615566,0.4570768256627279,0.4105725754088622,0.2269011052227727,0.5134250621071909,0.5548828789812789,0.7194933196517205,22.496166914143682,25.386649055608814,7.744524184581923,7.982998811401123,4.782944412284783,14.513168102742558,718383.9502783162,546885.4930987628,609496.934038997
1.8,1.7319011783005491,1.597851767450824,423.4156270732806,422.07834825024315,425.3561606372369,0.4605354591589703,0.40770737654086164,0.22231169797425357,0.5105107600405405,0.5575803855495715,0.7235776195611062,22.443319420613363,25.386965158291098,7.9291821317795605,7.956265685792748,4.7309712156740735,14.487053734820616,718383.9585337244,546885.4767690302,609496.9029400985
1.8,1.746795557283852,1.6201933359257785,423.0983822001727,422.3341022479696,425.673253501504,0.46330903538185725,0.4051401001390877,0.21818457688462234,0.5082329577339286,0.5600086232963919,0.72723939630492,22.39342353908715,25.3872516842097,8.10360429141229,7.931067690424472,4.681857763230205,14.462355848662677,718383.9635192375,546885.4615672483,609496.8741474403
1.8,1.7608624707680829,1.6412937061521242,422.8336212976334,422.55150821929027,425.9764373674095,0.4654932507023952,0.4027969635361535,0.21447200953068207,0.5064973506615464,0.5622360321573455,0.7305244522920223,22.346309871154602,25.387515105064992,8.268364270849187,7.90731424184418,4.635455428789843,14.43899562931042,718383.9656712419,546885.4471182891,609496.8474890897
1.8,1.774147889058745,1.6612218335881173,422.61531965201976,422.73921824468835,426.263864581351,0.46717074327309976,0.4006207845959595,0.21112666070056116,0.5052232102906192,0.5643148978449337,0.7334779027201328,22.301819581440878,25.38776018791776,8.424001528728596,7.8849200228363605,4.591621346085254,14.416899558604516,718383.9653745461,546885.4331415389,609496.8227703151
1.8,1.7866952285554811,1.6800428428332213,422.4379935536638,422.90415914099003,426.5348501222527,0.46841272479289736,0.3985674345124728,0.20810337198573417,0.5043415655130447,0.5662849307203717,0.7361424846446928,22.259803600540486,25.387990516119167,8.571024037456912,7.863804812092385,4.55021872520881,14.395998788448102,718383.9629667286,546885.4194302686,609496.7997903265
