x1,x2,x3,x4,x5,x6,x7,x8
-39.45772485667576,-293.2260341609693,-8501.245018028414,-2045.3043240287943,-44.68102416104153,-3717.6646484996163,-1303.0137047956637,-27.75113942083306
-1181.1594122421814,-1822.869161842966,-12158.146079353548,-3585.8992820918247,-861.8678939850307,-2432.5310161285856,-3.0298819400802413,-948.7751737042034
-350.79646029951317,-595.2492270820613,-7910.436127747148,-2086.1807145265775,-232.41154669796285,-2392.5855021532434,-123.20698850443983,-173.19806855147016
-473.49476036239105,-750.7206291361714,-4558.5470543290085,-562.6688851630184,-310.48619886456396,-400.6969316493227,-760.1501714705415,-356.0552286957227
-1172.9498093956975,-1672.172983832531,-8840.11998751923,-2659.2327370906205,-862.3409098148696,-2034.2054486751863,-3.8374880717528788,-969.485587976568
-8.465136890393598,-397.24110426675526,-8674.65390465927,-1908.708819909984,-167.32171506806748,-3472.908975013312,-1392.010114488041,-72.19600163453669
-53.83316571477328,-251.25726293829885,-6027.074757955656,-948.5166330215035,-83.77127705746531,-2441.6986758849803,-1394.574094533086,-43.040077780897015
-258.8553030495565,-678.8121502218991,-20832.234309838295,-7038.080838247521,-0.9402644199222698,-10257.267295310105,-2690.1033881198664,-113.5688677738177
-122.63951596557051,-169.4916188485517,-8591.178240298317,-2193.4972102933903,-23.369799206681325,-3819.1725934902634,-1553.7785541869935,-36.750093510932686
-73.54739135300737,-724.9489418350358,-12261.0794481744,-2812.3584537527663,-134.01081293784458,-3679.381602747024,-300.89534819293436,-140.297245186861
-788.9782438083265,-1168.519702137149,-4464.451687676099,-926.8692478222696,-602.7577630454774,-305.85573490907666,-302.4522307359487,-656.7554162478035
-470.10942122523267,-1322.3918620868742,-8071.278984813713,-1138.6109693527258,-290.11751192391716,-504.32043433949013,-336.03507981922974,-345.286309538328
-117.97798455428523,-358.0277872133397,-10663.940349154389,-2746.185971692338,-15.147312433866988,-4143.49596696686,-998.848592913566,-37.07519627155929
