instance,V1,V2,V3,T1,T2,T3,xA1,xA2,xA3,xB1,xB2,xB3,F1,F2,F3,Ff1,Ff2,FR,Q1,Q2,Q3,label
453,-0.761294892,0.737744137,-0.266506727,-0.941695181,-0.242574573,-0.232103846,0.732410749,0.019835263,0.084517166,-0.488612591,0.187058216,0.193788251,-0.235455957,-0.60053801,-0.159699816,0.645475533,-0.819801251,-0.613128774,-0.809879531,-0.030854142,-1.88808755,6
454,1.521828742,0.245750715,0.727393714,-0.723678444,-1.40716369,-1.414497454,0.414813435,1.103850741,1.07856108,-0.398693537,-1.070561873,-1.028638907,0.323689065,1.245909147,2.305886245,0.662803867,2.039833726,0.020339342,2.150469794,1.483397456,2.298093839,5
455,-0.127093882,-0.492239419,0.363771602,-0.110653467,0.026065551,-0.031293309,0.184079052,0.098716387,0.004643809,-0.190261642,-0.097594962,0.008271773,0.347637967,0.06492797,-0.432627745,0.090616779,-0.57415912,0.351480406,-1.326319549,-0.646702415,-2.111676325,7
456,-1.522336103,0.491747426,0.848601085,1.562001001,0.963867903,1.019942591,-1.02469529,-0.851020102,-0.763286457,0.920770483,0.766931552,0.656015364,-1.211652554,-0.986567753,-1.124071201,-1.755731547,0.350098273,-0.461004053,0.725531086,0.828527789,0.270021068,8
457,-0.380774286,0.614745781,-0.121057882,-1.28665116,0.098371213,-0.021230461,1.171996769,0.140185667,-0.144352832,-1.085836741,-0.016732412,0.304402255,2.653063079,1.584698551,-0.076362899,2.102956844,-2.016420442,1.933468591,-0.296674556,0.054314497,-0.43789587,7
459,-1.141815497,1.291236737,0.957687719,0.162591615,0.347892921,0.308525834,0.02003475,-0.388853459,-0.330759081,-0.0153514,0.397068962,0.309490987,0.503469007,0.611050663,-0.083540502,-0.37909321,0.2912737,0.779825876,-0.141911079,0.458711739,0.398008971,8
460,-0.380774286,-0.246242708,-0.121057882,-1.119157171,-1.125524419,-1.088781456,1.284735011,1.322806982,1.241766109,-1.36968578,-1.350341989,-1.218457581,-0.087461948,-0.158124568,0.638556618,0.927883789,-0.163470395,-0.592881322,-0.135835347,1.268571201,-0.17057318,8
461,0.253426723,-0.369241064,-0.363472623,0.647057188,0.565480242,0.577230946,-0.587471654,-0.5038504,-0.585196537,0.651477679,0.543825076,0.638312819,-0.045735714,0.019011367,-0.346005479,-0.555041966,0.135374537,0.241950281,1.929050344,-0.882147817,1.158319322,8
462,0.380266925,0.122752359,-0.484679994,-0.917565323,-1.382100997,-1.389294604,0.621022864,0.992220891,1.271516723,-0.688752586,-1.09222343,-1.431728147,-0.280906933,0.574281888,1.754173887,0.199742941,1.825045384,-0.428853169,-0.196986096,-0.024173868,-0.56131293,8
464,-1.560388163,-0.369241064,0.12135686,-1.221422248,-0.946852075,-0.846103412,1.384486106,1.185247824,1.415493884,-1.5112016,-1.27130152,-1.541427064,-0.758855907,-1.274607405,-0.269573175,0.89160925,-1.20693007,-1.345311406,-2.107407491,-1.099798688,0.19919201,7
465,-0.241250064,0.737744137,0.727393714,0.352327031,0.476110244,0.423620184,-0.130797483,-0.381704279,-0.583459996,0.148472463,0.427843088,0.673968137,0.682298985,0.720426345,-0.073566514,-0.225015155,0.160913864,0.90360999,0.486529974,1.058864416,0.236232398,7
466,1.674036984,-1.242529388,-0.363472623,-0.189806528,-0.371274541,-0.302074425,-0.351489562,0.106461777,0.346788655,0.396441007,-0.121600969,-0.405234987,-0.755950355,-0.790010608,0.443816976,0.663793433,-0.160513351,-1.221087805,1.173815525,0.025228664,0.2785311,2
467,-0.888135093,1.119039039,-1.33313159,0.024212233,-0.157345095,-0.181311562,0.162903588,0.010294107,-0.002349779,-0.182379002,-0.009294334,0.00573865,-0.226656464,0.281763807,0.262069324,-0.809527381,1.078182448,0.169041447,-0.265340765,-1.992227568,-0.28076322,5
468,0.380266925,0.36874907,0.12135686,1.409144098,1.892701764,1.814785466,-1.47531129,-1.792048525,-1.799542097,1.529420349,1.794709555,1.751792696,1.11777027,0.514909169,-1.335696311,-0.32883013,-1.18125942,1.459212867,0.311043243,1.434221438,0.262783539,5
469,0.507107127,-0.246242708,0.606186343,-1.119721061,-1.511596652,-1.524673798,1.160777339,1.480579573,1.220609117,-1.176920053,-1.449763145,-1.089633407,0.550298888,1.059632638,1.490770406,0.597471124,1.169116042,0.315464204,-1.835832763,-0.182997976,-0.492734187,5
471,0.862259692,-0.344641392,0.969808456,-1.414989301,-2.183712684,-2.111606155,0.856276724,1.524318598,1.821148692,-0.91831925,-1.623273384,-1.938301339,-1.39196412,-0.454257285,1.925171132,0.303153396,1.877049455,-1.760737627,-0.440251862,0.043478766,-0.712578764,5
472,0.633947329,0.959141177,-1.175562008,0.491386434,0.658106604,0.626477168,-0.600949398,-0.799424895,-0.980649676,0.656397461,0.875458499,1.100779888,0.619375369,0.5049295,-0.108276598,0.080318456,-0.177631708,0.669270959,-1.296549319,0.217651163,0.734977971,7
473,0.633947329,-0.922733664,1.78189784,-0.678317871,-0.470803745,-0.438977851,0.38238622,0.447962659,0.657216892,-0.413661285,-0.483449982,-0.730564772,-0.314077129,-0.785982616,0.142440862,1.251855307,-1.060789586,-1.025251738,1.394727511,0.320478109,-1.266882486,2
474,-0.63445469,1.537233448,-0.484679994,0.986192516,0.837152525,0.770577047,-0.692973868,-0.868500228,-1.124986612,0.737999896,0.920125541,1.213616946,0.739558665,1.234108664,-0.232724791,-1.442689557,1.158677738,1.615547056,-0.351589764,-0.577883735,1.199245843,8
475,0.507107127,-0.246242708,-1.636150017,-0.33410943,-0.278757294,-0.275128008,0.201337582,0.240079102,0.30480844,-0.208953432,-0.245149731,-0.310179405,-0.15687241,-0.215569543,0.396605083,0.617267203,-0.145431527,-0.507839474,0.407657415,1.347844483,-0.670161427,4
476,-0.63445469,-0.615237775,0.048632437,-0.862958523,-0.79906088,-0.743611822,0.903485173,0.929767532,1.097142076,-0.987735228,-1.006522369,-1.214615058,-0.138232861,-0.188927224,0.527994994,0.754880565,-0.125918045,-0.559436446,-0.351685992,0.569748191,1.035320439,7
478,-0.127093882,-0.147844023,0.606186343,-2.370043759,-2.111397142,-2.108090654,2.064581176,1.941848794,2.076207836,-2.11641482,-1.97886775,-2.075613202,1.544353744,1.429869124,1.616029503,2.070319822,-0.071819641,0.676472445,-0.992247877,0.460001092,0.780966169,5
479,0.126586521,0.799243315,0.848601085,0.473045624,0.229332468,0.275279188,-0.49690874,-0.515552033,-0.490625784,0.562229768,0.580581768,0.566182686,-1.752577655,-1.168530176,0.114297664,-1.040078031,1.067726089,-1.462466993,1.039818088,-0.070244615,-0.243766806,6
480,-0.127093882,1.352735915,-0.121057882,-0.014589575,0.72121644,0.712422624,-0.063254627,-0.815067116,-0.953003843,0.068733764,0.896405521,1.071700005,0.82366244,-0.105864925,-0.640388866,1.256400659,-1.924348248,0.280016862,-0.29510272,-1.706071727,0.193579121,7
481,1.39498854,0.245750715,-1.587667069,1.037134944,0.715360969,0.67398194,-1.40782731,-0.998629465,-0.770736244,1.423312604,0.908773364,0.603281412,-0.376587133,0.077024835,-0.072649804,-1.075180366,0.941990976,0.13767735,-0.835085347,1.838268686,-0.677301052,8
483,-0.507614488,1.598732626,-0.121057882,-0.001483553,0.572487673,0.500461342,0.007305544,-0.643083695,-0.589238826,-0.014331263,0.623220737,0.526155439,1.17057363,0.865436858,-0.059541148,0.524297855,-0.528649262,1.067214942,0.404247972,0.556228139,0.398948741,8
484,0.760787531,-0.73823613,0.12135686,-0.812868517,-1.418158829,-1.37819031,0.714704356,1.277695095,1.228209098,-0.734927594,-1.263039598,-1.169063701,-0.605420936,-0.026631145,1.195146726,0.176096173,1.187640352,-0.789291405,-0.794138175,-1.270693299,-0.061064506,8
485,0.633947329,0.36874907,0.000149489,0.132567551,0.393280512,0.335201292,-0.202085905,-0.38443991,-0.508602303,0.220617991,0.414782436,0.560639955,1.053156504,0.742781789,0.041591741,0.665748072,-0.553466965,0.857202979,-0.599433319,1.783217477,-0.353374042,7
487,0.507107127,1.770930324,0.521341184,-1.780765482,-1.15776363,-1.058967034,1.268677874,0.598600634,0.900168394,-1.197174407,-0.487711096,-0.752989699,-0.238114402,-0.497534949,1.486578882,2.375533969,-0.59064156,-1.534191153,0.597295927,0.042877581,1.533484377,2
489,-0.63445469,-0.123244352,0.000149489,-0.923316623,-0.905879757,-0.969040835,1.218113635,1.126828218,0.926706726,-1.212733816,-1.082162999,-0.833138733,0.682155024,0.918529477,0.613020586,0.15080014,0.59142862,0.704028706,0.708082004,-0.190105071,-0.931193265,7
490,0.126586521,-0.984232842,0.000149489,-0.610125554,-0.203434782,-0.114050995,0.453199538,0.422413254,0.522606429,-0.506978234,-0.463541087,-0.587293965,0.19937169,-0.666481056,-0.390884101,1.45899078,-1.85753869,-0.545021155,-0.681769636,-0.283144546,1.529623883,7
491,0.760787531,0.737744137,-0.484679994,-0.107532659,-0.358138432,-0.429876206,-0.138356868,-0.003615483,0.060429503,0.156539299,0.002898442,-0.072293671,0.131142845,0.852813097,1.340868882,-0.02588779,1.582257993,0.164467901,-0.703550203,2.152183066,-1.032970421,6
492,0.126586521,-0.73823613,-0.484679994,2.39077468,2.11195606,2.149413389,-2.021355284,-1.728069618,-1.723183916,1.834939198,1.53108614,1.421207896,-0.607358099,-0.792409283,-1.976644551,-1.900572408,-0.471407253,0.310407858,-0.571766011,-0.146606869,1.765222922,5
493,-1.35744384,0.737744137,-0.242265253,-2.404082212,-1.633554324,-1.619398838,2.345016275,1.621593104,1.530199839,-2.202459381,-1.411017566,-1.196803338,0.760940923,0.104831418,0.772863056,2.336547365,-1.337750086,-0.365222657,1.429051532,-0.260269234,-0.859728378,5
494,0.202690643,0.491747426,0.606186343,0.412517149,0.358380756,0.355739618,-0.426724756,-0.573508703,-0.567201025,0.480992843,0.625738852,0.629269218,-0.596026308,-0.248167434,-0.089811686,-0.841993908,0.687205529,-0.238272662,-0.939461571,0.23635156,-0.452114017,7
496,1.902349347,0.983740848,0.363771602,0.143308411,0.304412466,0.174974531,-0.457294083,-0.623897105,-0.894470573,0.513602893,0.698263069,1.030643533,2.015818203,1.818342352,0.682260028,1.105146483,-0.198075219,1.730500281,0.459278817,-2.30595997,-1.252220499,7
497,-1.776016506,-0.84893465,0.848601085,-0.227200477,-0.546270901,-0.432672671,0.453708041,0.676708479,0.979579913,-0.509344717,-0.758211302,-1.13042236,-2.052619456,-1.600063827,-0.20239095,-1.100918281,0.747816235,-1.775042008,1.412925997,0.115511158,1.017894902,7
498,1.141308136,0.47944759,-0.605887365,-0.135416656,0.070837945,-0.031909528,-0.004485503,-0.113147734,-0.294796248,0.005810196,0.129434393,0.347282412,2.19778176,2.045790577,0.753838886,1.074915276,-0.078464506,1.955684555,-0.543424803,0.418988431,-0.398898705,7
499,-0.63445469,-0.123244352,0.12135686,0.489367914,0.560533302,0.669207211,-0.485443364,-0.585238241,-0.456909607,0.541143078,0.649452441,0.515423941,-2.331980439,-2.703357306,-1.553509168,-0.846803699,-1.073492419,-2.230969095,0.009943907,-0.545673964,-0.607746865,5
500,1.141308136,-0.553738597,0.363771602,-0.437231091,-0.551747809,-0.636650938,0.36387189,0.577721159,0.469459637,-0.403750914,-0.64248003,-0.532606082,2.11376517,2.414385973,1.481348417,0.935737308,0.894849786,1.93296952,-0.393019405,0.516248256,1.452017228,5
501,-0.127093882,1.291236737,-1.405856012,1.568572508,1.746910435,1.722463807,-1.595552961,-1.839282996,-1.841892549,1.637459365,1.879921045,1.850494057,-0.760579222,-0.968854376,-1.61290901,-1.402372404,-0.539384051,-0.130055283,-0.687167225,1.710002212,-0.733206186,5
504,0.633947329,-1.107231197,1.57584531,-0.996969294,-1.642205147,-1.652655526,1.002542369,1.616157112,1.379138873,-0.984556719,-1.579414296,-1.247447038,-0.058334368,0.603298881,1.279098489,0.049253141,1.430183917,-0.0931824,-1.491284885,-0.564387412,-1.091953709,5
506,-0.380774286,0.122752359,1.430396465,-1.137226987,-1.566849057,-1.451341819,1.248409298,1.477502931,1.42773501,-1.262372922,-1.447951638,-1.324780351,-1.001504899,-0.371834383,1.288133291,0.203105802,1.25279181,-1.258869192,-0.074312588,0.933789469,1.782608838,5
507,-0.127093882,-0.492239419,-0.727094736,0.36208772,0.589624171,0.549678253,-0.190613541,-0.281508495,-0.448728916,0.209250106,0.305917922,0.501249074,0.521945122,0.102333881,-0.679393927,0.089523995,-0.851510618,0.552403176,1.362939028,0.145498307,-0.580223834,8
508,-0.253934084,0.491747426,-0.702853262,-0.511973906,-0.719290121,-0.781124209,0.56495906,0.655316302,0.624174881,-0.627247519,-0.717661178,-0.690000015,1.141742635,1.468540415,0.750438751,0.077462721,0.840415984,1.27117804,-0.594552175,-1.44649852,-0.158001407,5
509,1.521828742,-0.676736953,-0.314989675,-0.377249366,-0.666210572,-0.597868506,-0.199011381,0.202641424,0.548654721,0.22358058,-0.232382605,-0.644941015,-1.458431158,-0.83081614,1.555107699,0.561247901,1.196016661,-1.974083245,-0.765512603,1.74311309,0.521804964,5
511,-0.127093882,1.352735915,-0.314989675,-2.102953368,-1.279016678,-1.40209957,1.641621398,0.921055297,0.710741182,-1.143961551,-0.505767845,-0.162748663,1.502504516,1.48437681,1.33803178,1.525366703,0.132646597,0.917536363,0.298093686,0.689930117,-1.186581723,5
512,-0.380774286,-0.123244352,1.321309831,-1.002522591,-1.114568885,-1.126913181,0.919100992,1.102689909,1.279444078,-1.025528013,-1.211603666,-1.439335118,0.45307207,0.767763469,1.445226903,0.986769496,0.735282168,-0.002855335,0.397100033,-0.425013055,-0.449635147,5
513,1.141308136,-1.955919851,0.727393714,1.311748026,1.263817778,1.278454975,-1.182866408,-0.885425518,-1.211871734,1.304294652,0.961551266,1.346596911,0.223368687,-0.309206964,-1.850125667,-1.033244637,-1.13101685,0.804994833,-0.993382998,0.665145198,1.829757195,8
514,-0.761294892,0.848442657,-0.484679994,-0.107278909,-0.069262146,-0.015339642,0.130787431,-0.100649741,0.026284967,-0.137391444,0.11818077,-0.017251568,-0.971627031,-0.902603435,-0.13243767,-0.239392606,0.038661052,-0.989729218,-0.605193995,-0.922293911,-0.11284837,5
515,-0.900819114,1.229737559,-1.284648642,-0.318471482,0.241214162,0.20645211,0.481966435,-0.158726612,-0.209588406,-0.526772085,0.179718868,0.240906341,0.696202247,0.31405383,-0.036873872,0.759934568,-0.750203135,0.396954073,-0.000802533,1.855022584,-0.276910786,5
516,1.661352964,-0.615237775,0.0365117,-0.390571654,-1.030185775,-1.062961912,0.038744394,0.746674745,0.861256953,-0.039184641,-0.814201546,-0.955067192,0.255962123,1.121120164,1.651912685,0.01458236,1.908158939,0.286456732,0.702473673,-1.342268529,-0.352685024,5
519,-1.522336103,1.78323016,-0.969509478,-2.569395439,-2.486265947,-2.43044847,2.327207664,1.96106183,2.151870078,-2.200911807,-1.804235853,-1.918880748,-0.309677985,0.385098357,2.700477959,1.692033735,1.473385346,-1.253763808,-0.382250255,0.535620813,0.435614705,7
521,-0.012937701,-0.000245997,0.812238874,0.189761714,0.137149606,0.075692584,-0.1212082,-0.078982857,-0.191053614,0.13635977,0.086672868,0.21524909,0.6078098,0.626370362,-0.083647253,-0.187554144,0.109892945,0.798116934,1.622907477,-0.905055425,-1.075609002,3
522,1.686721004,-0.95963317,-0.811939895,-0.449673114,-0.93684565,-0.923775921,-0.047483475,0.530240539,0.764053968,0.053620383,-0.592763991,-0.87436405,-0.23490096,0.359992453,1.321000112,0.262294743,1.265031438,-0.409166769,0.18300969,-0.674333259,0.077923297,8
523,0.126586521,1.943128022,0.691031503,0.179803969,0.661973944,0.703363424,-0.413781011,-1.028159024,-0.96036055,0.453380072,1.124735011,1.067618979,-0.667228985,-1.122940731,-0.417272586,0.573627046,-1.066052422,-1.071270121,-1.812920446,0.398532674,0.19783528,6
526,-0.507614488,-0.492239419,0.12135686,-0.805559231,-0.050768921,-0.000828746,0.931927154,0.374735021,0.302691503,-0.919314133,-0.302655731,-0.165266478,-0.01740989,-0.880480947,-0.292362802,1.586865472,-1.876315983,-0.862035886,0.768329065,1.632818967,0.04234416,7
528,0.380266925,1.635632133,1.745535629,-1.174266495,-0.471275384,-0.380695297,0.701481325,-0.023498737,0.284629172,-0.724202973,0.070080832,-0.250583681,-0.436733128,-0.931913903,0.674003288,1.948350768,-1.125378578,-1.535804239,0.314902079,0.163176035,0.763264832,6
529,-1.078395396,-0.369241064,-0.727094736,-0.417380369,-0.737686875,-0.808318529,0.741578929,0.979574403,0.941007549,-0.82755476,-1.076387669,-1.0563393,0.572765653,1.072858451,0.58217638,-0.468965753,1.15161967,0.907161499,1.84744859,-1.552881087,-1.11001377,6
530,0.570527228,-1.267129059,0.606186343,0.137573799,0.025795672,0.035715747,-0.169669369,0.115359403,0.096664916,0.192682812,-0.132374099,-0.114861396,0.233126204,0.251538185,-0.10646942,-0.186118967,0.066674589,0.366706392,-1.887946309,1.656379369,1.044717514,8
531,1.268148338,-0.332341557,-1.211924219,1.23902843,0.619436871,0.693751163,-1.590198477,-0.907839747,-0.855552379,1.621921772,0.906729051,0.847655054,-1.448889348,-1.380942457,-0.523750794,-0.668328576,-0.018316636,-1.310676028,0.216829576,-1.607087628,0.292719839,5
533,-0.00025368,-0.861234486,-0.605887365,-0.099610019,0.521869147,0.439776457,0.05995753,-0.27612462,-0.27425439,-0.041463264,0.290919792,0.25460536,1.247157095,0.376691112,-0.840948616,0.852337033,-1.747601411,0.981172695,-1.021379704,0.768136601,-1.997783028,4
536,0.126586521,1.721730982,-1.211924219,-2.022722888,-1.182418086,-1.301444938,1.446462267,0.671060212,0.47513979,-0.785645822,-0.19047231,0.131806779,1.8776867,1.994123055,1.531561152,1.426498752,0.46783079,1.40121993,0.704953171,-1.241000147,-0.640611424,5
538,0.063166421,-0.369241064,-0.424076309,-0.361928269,-0.772336481,-0.716684676,0.214595038,0.581208734,0.854943999,-0.242756437,-0.647465672,-0.980932803,-1.062123964,-0.399038303,0.802273856,-0.447646516,1.318419164,-0.983239337,0.879172504,0.386241656,0.269701984,8
539,0.532475167,0.36874907,1.927346685,-0.00877593,0.074383855,0.023553219,-0.172934279,-0.245703282,-0.22746064,0.196926015,0.276254228,0.262811509,-0.072507545,-0.139087521,0.096717621,0.270291065,-0.152892103,-0.22676014,-0.225913029,0.16724598,-2.23115236,4
540,-0.64713871,-0.369241064,0.12135686,-0.036085628,-0.091374079,-0.132853287,0.293214801,0.411149066,0.26914783,-0.334330292,-0.46322404,-0.309134219,1.55063994,1.428282144,0.019951781,0.180739049,-0.088198061,1.686350483,1.025452669,-0.480943204,1.272596735,7
541,2.168713771,0.122752359,-0.484679994,0.237175092,0.094869819,0.116940144,-0.738185093,-0.611077813,-0.51043087,0.833818351,0.682235109,0.581625874,-1.204229967,-0.939829167,0.409514247,-0.012333067,0.436330209,-1.377558144,-1.180401721,-1.269486177,-0.877748164,7
542,-0.888135093,0.614745781,-0.605887365,1.742602669,1.523788164,1.476478303,-1.406440828,-1.337825511,-1.438468011,1.396089336,1.295802124,1.356185932,0.208875386,0.533214459,-1.29071882,-2.284869349,0.728277047,1.452476158,-0.398355864,1.86136614,1.00537651,5
545,1.141308136,-0.000245997,0.848601085,0.833135681,-0.27396551,-0.151729415,-1.191371656,-0.2779086,0.057271894,1.118736628,0.161985905,-0.235260567,-1.777724322,-0.834940184,0.709696733,-1.131090544,1.84391199,-1.443076515,1.900329492,-0.923483995,1.711029822,6
546,-1.014975295,-0.639837446,0.000149489,-1.871876752,-1.110777385,-1.202903191,2.011242126,1.541450796,1.504846437,-2.03621253,-1.559126342,-1.529338679,1.800432692,1.13544091,0.499653543,1.951371666,-1.238033334,1.033917663,-1.272861612,1.501987916,-1.377826537,7
548,0.659315369,0.36874907,1.769777103,-0.748892178,-0.672759152,-0.710153793,0.485867339,0.526783248,0.364928981,-0.460805028,-0.46053866,-0.24055423,0.91270761,1.116081464,1.047205123,0.726024353,0.546156379,0.663791722,0.564236978,1.301617629,0.713605153,8
549,1.141308136,-0.73823613,0.363771602,0.466838717,0.071148633,0.102426752,-0.703477544,-0.17561881,-0.046301899,0.627589279,0.083969642,-0.08435978,-0.698085756,-0.546820132,0.132876808,-0.12751272,0.248581641,-0.734695782,-0.28045838,0.899716319,0.034673126,5
550,-1.141815497,-0.615237775,-0.121057882,-1.838210973,-1.286040636,-1.230515926,1.888605362,1.501788971,1.586680356,-1.925101104,-1.505573324,-1.591697018,0.454681001,-0.244200388,0.240466993,1.819591908,-1.46569955,-0.442919872,-0.067577116,-2.320603019,0.072803558,7
551,-0.65982273,-0.455339912,-0.727094736,0.176275428,0.022806551,0.085161994,0.071678558,0.163498209,0.226301502,-0.081776405,-0.18560025,-0.265192862,-0.831324711,-0.626355091,-0.455090654,-0.940233729,0.349956198,-0.456588712,0.518574685,0.71226824,0.186371283,6
552,0.329530844,1.069839697,-0.993750952,-0.223714075,-0.249954847,-0.348071285,0.025995397,-0.047631758,-0.090043663,-0.029380597,0.054583865,0.106374948,0.741628582,1.163909772,1.126836476,0.343365128,1.001969262,0.670206466,-1.924023911,0.154990467,-0.445559834,7
553,1.851613267,-0.73823613,-0.205903041,0.72069135,0.998551507,0.957872564,-0.923291485,-0.954923611,-1.206700604,1.030202542,1.053945419,1.366528703,0.952620855,0.098183039,-0.930325882,0.731929564,-1.74651321,0.70653326,1.471195632,-0.672856374,-0.313572303,7
554,-0.127093882,0.491747426,0.594065606,-0.305938196,-0.644699223,-0.628318402,0.279141138,0.476665795,0.606133871,-0.304883424,-0.521461589,-0.678011799,-0.368625584,0.441551815,1.093012772,-0.482566526,1.71725205,-0.167625774,-1.290464453,0.475936166,0.966626029,1
555,-0.888135093,-1.107231197,0.727393714,-0.271563554,-0.036933146,-0.077911796,0.492644316,0.478745741,0.463025379,-0.552383082,-0.53344675,-0.527139239,0.638090561,-0.104150783,-0.855959615,0.59306352,-1.538866275,0.41870784,1.390924951,0.994264981,-2.24572095,7
556,-0.507614488,1.967727693,-0.484679994,1.067897103,1.467560729,1.525310826,-1.049240032,-1.751075669,-1.737323095,1.143216385,1.862675397,1.854273339,-0.955025872,-0.920953732,-0.844031517,-1.012401678,-0.035342094,-0.560472867,-0.564976197,0.312075583,2.021216459,8
558,-1.268655699,-0.418440406,0.872842559,-0.75232949,-0.477407253,-0.576145081,1.155423023,0.957397756,0.555791579,-1.010002556,-0.788221793,-0.271571816,1.331151609,1.018454068,-0.180348915,0.384767365,-0.526685125,1.325815923,-1.136170501,0.25462692,-1.760690652,7
559,0.887627733,2.139925391,-0.121057882,-0.666956097,-0.715779664,-0.66463693,0.18616327,-0.05972487,0.183335237,-0.20060139,0.070075377,-0.195439373,-0.346255653,0.13604089,1.579706974,0.832207288,1.007757484,-0.839562256,-0.447012395,-0.18344804,1.713707892,6
561,0.126586521,-0.123244352,1.236464672,0.777158319,0.360484804,0.344740789,-0.697952306,-0.430716362,-0.462355591,0.769099269,0.45594298,0.492401502,-0.591438839,-0.007285355,-0.155615281,-1.450674938,1.200889373,0.089979494,0.075180002,0.222935699,-0.256359142,6
562,-0.723242831,0.614745781,0.727393714,-0.141929256,0.696615881,0.817412273,0.179335122,-0.718019614,-0.517272332,-0.2100085,0.710023019,0.476998296,-0.566769027,-1.311211579,-0.937539521,0.591756382,-1.681585071,-0.965424569,-0.688853836,-0.882428404,1.216415939,8
563,1.483776681,0.122752359,-1.090716848,-0.058419309,-0.249763813,-0.33781382,-0.440779268,-0.046124971,-0.01063941,0.477278221,0.057625063,0.023383856,0.381775833,0.434790494,0.608549039,0.579252375,0.158839048,0.131436612,0.319157241,0.820219843,-1.657299412,1
564,0.126586521,-2.337214753,1.091015827,0.473089998,-0.147778568,-0.203226952,-0.128037155,0.725769826,0.387260831,0.134046508,-0.751001922,-0.384450169,0.73257148,1.009205867,-0.153350426,-0.858816265,0.684632648,1.297700275,-0.214953699,0.382217699,0.113368092,8
565,-0.63445469,1.352735915,-0.363472623,-0.295026125,-0.084373203,-0.050670712,0.280551059,-0.179562385,-0.078638087,-0.285679308,0.212953706,0.113599127,-0.365633904,-0.367039121,0.113302531,0.166188569,-0.044911326,-0.508430879,-0.207715673,-1.320722585,0.484448558,8
566,1.014467934,-1.279428895,0.242564231,0.531368653,-0.01075494,-0.002560811,-0.6197465,0.078107029,0.040010317,0.599140007,-0.149687566,-0.137895201,-0.067070545,0.269436261,0.130699203,-0.593157876,0.723109901,0.237653863,-0.663940968,-0.09985871,0.994331878,6
567,-1.014975295,0.909941835,-0.969509478,-0.528136052,0.211169056,0.16264918,0.628625915,-0.126139792,-0.193623752,-0.606375465,0.205693431,0.307684129,0.879910068,0.165900881,-0.51150487,0.922968404,-1.449870053,0.521592484,-0.676471975,-0.450669771,-1.483669748,5
568,1.39498854,0.614745781,1.091015827,-0.48652049,-0.686358149,-0.639010683,0.129122314,0.279641956,0.45845373,-0.138294942,-0.295326192,-0.487478044,-0.420215931,-0.021830586,1.350256223,0.751804023,0.817061028,-0.881906039,1.057157709,0.863610086,1.19959816,8
569,-0.63445469,0.245750715,0.242564231,1.342569645,0.956271684,0.980350306,-1.139870343,-0.885155859,-0.767355495,1.050575507,0.761838738,0.575334226,-0.825120774,-0.424353834,-0.813249957,-1.807513823,0.775877547,0.010739679,-0.104511615,1.028697589,1.047634443,8
572,1.356936479,-1.783722153,-0.484679994,1.662264387,0.455157924,0.500250366,-1.822603843,-0.545543562,-0.412216239,1.749328118,0.413332824,0.217212601,-1.600894021,-1.052990207,-0.314128782,-1.482355237,1.006598762,-1.05344485,1.40573175,-0.652562406,-0.30549211,7
573,-1.141815497,1.414235093,-1.284648642,-0.656785696,0.859583966,0.816624167,0.683651439,-0.776992409,-0.759009927,-0.533490368,0.924499768,0.914033129,1.205866393,0.219734065,-0.83675418,1.119772902,-2.003520031,0.791807199,0.132899223,-0.0192738,-0.086220135,5
575,-1.522336103,2.127625555,0.12135686,-0.955158604,-1.299025061,-1.322088779,1.415145079,1.037914169,0.834500442,-1.351831601,-0.909623076,-0.571439212,-0.470651076,0.553238808,1.252012844,-0.763990061,2.169688926,-0.135561038,1.625243383,1.349129113,-1.101950934,1
579,1.318884419,-1.919020344,-0.121057882,-0.405252403,-1.124273071,-1.189760115,0.230938369,1.197420413,1.260467819,-0.253762029,-1.310623268,-1.401163622,1.063162521,1.756611635,1.344750939,-0.02854588,1.627672776,1.237111123,1.663255708,0.419758864,-0.231667652,8
580,-1.053027356,0.442548083,-0.121057882,-0.005475678,0.12643968,0.162567781,0.193758894,-0.005556336,0.034682761,-0.220383359,0.007563263,-0.038848676,-0.83667793,-1.036944295,-0.621594993,-0.230291443,-0.530703613,-0.839452434,0.020193938,0.157191073,-0.271255359,5
581,1.052519995,0.122752359,-0.969509478,0.341633585,0.487730899,0.467840977,-0.524013969,-0.597003603,-0.759936017,0.591397936,0.666988529,0.870818961,0.58058777,0.287489481,-0.080578632,0.516844483,-0.570049991,0.393059509,-0.606095363,-0.059414769,0.391147151,7
584,0.507107127,1.229737559,0.606186343,0.234569473,0.260250091,0.194956974,-0.272825129,-0.428182695,-0.592144783,0.309585147,0.482096259,0.686397563,0.745445657,0.938727939,0.320311767,-0.107072836,0.505091612,0.913605925,-0.364498728,-0.391513749,-1.07154278,6
585,-0.507614488,-0.246242708,-0.605887365,1.660201389,1.738287199,1.8311852,-1.580505096,-1.722060405,-1.452093272,1.60162509,1.670568109,1.327240116,-2.008228196,-2.326384037,-1.986125858,-1.507450106,-0.92084804,-1.508305476,2.305020312,-0.702758723,0.640992696,5
586,0.633947329,-0.73823613,-1.066475374,-0.396023882,-0.216238552,-0.187945309,0.206967862,0.222684288,0.161451682,-0.172354906,-0.156232393,-0.062750236,0.170523559,-0.123484186,0.037519588,0.691014571,-0.618971283,-0.170673273,-0.018717655,-0.410152898,0.310471955,6
